OTU ID	2011B.ORA	T2.Vag.B	2003B.ORA	T1.Vag.B	T2.Vag.N	T1.Skin.N	T1.Vag.N	1016M.VAG	1013M.VAG	1003M.VAG	T1.Rec.B	1010M.BMK	1007M.VAG	1003M.ARK	1003M.BMK	2003B.SKN	1015M.VAG	2009B.SKN	1009M.ARK	1007M.ARK	2002B.ORA	1009M.VAG	2001B.ORA	1001M.VAG	2011B.STL	1008M.VAG	2005B.ORA	1010M.ARK	T1.Oral.B	1001M.ARK	2005B.SKN	2007B.SKN	PosMilk.082514	1004M.ARK	PosMilk.081814	2001B.ENVIR	2009B.ORA	1004M.BMK	2008B.SKN	1009M.BMK	2010B.STL	2004B.SKN	1008M.BMK	1008M.ARK	2012B.STL	1006M.BMK	1012M.BMK	1006M.VAG	1015M.BMK	2015B.SKN	2016M.STL	2009B.STL	2015B.STL	2008B.STL	2006B.STL	2007B.STL	2004B.STL	PosSTL.081814	1011M.VAG	2008B.ORA	1010M.VAG	2006B.ORA	1012M.VAG	T1.Rec.N	1005M.VAG	T2.Oral.N	2004B.ORA	1002M.VAG	2010B.ORA	T1.Oral.N	1001M.BMK	1005M.BMK	2007B.ORA	1007M.BMK	2013B.ORA	Blank.Swab.081814	1011M.BMK	Blank.082514	BlankSw.082514	Blank.081814	2020B.ORA	1019M.VAG	1021M.VAG	1022M.ENVIR	1022M.VAG	1023M.VAG	1014M.VAG	1004M.ENVIR	2027B.SKN	2024B.ORA	1017M.VAG	2019B.SKN	1015M.ARK	2024B.SKN	1024M.ARK	2021B.STL	1020M.BMK	1026M.ARK	1027M.VAG	1026M.VAG	2016B.ORA	1023M.ARK	2027B.ORA	2022B.ORA	2023B.ORA	2014B.ORA	2027B.STL	2016B.SKN	2026B.ORA	1027M.ARK	2026B.STL	1027M.BMK	2014B.ENVIR	2018B.ORA	1023M.BMK	1028M.ARK	1022M.ARK	1017M.BMK	2014B.STL	2017B.STL	2022B.STL	2026B.SKN	PosMilk.082614	1019M.BMK	1028M.BMK	2014B.SKN	PosSTL.082614	1026M.BMK	1017M.ARK	1020M.ARK	1022M.BMK	1021M.BMK	2022B.SKN	2021B.ORA	1004M.VAG	1024M.BMK	2006B.ENVIR	2019B.ORA	1020M.VAG	2023B.STL	2019B.STL	2018B.STL	1006M.ENVIR	1014M.ENVIR	2005M.ENVIR	1018M.BMK	BlankSW.082614	2001B.STL	1024M.VAG	2023B.SKN	PSP.Swab.090214	Water.Swab.090214	2033B.ORA	2034B.ORA	1034M.BMK	1035M.BMK	2031B.ORA	2032B.STL	T2.Oral.B	1032M.ARL	1030M.ARL	2033B.STL	1031M.VAG	1033M.VAG	1032M.VAG	2031B.STL	1016M.BMK	2035B.STL	1030M.BMK	2028B.STL	1029M.VAG	2034B.STL	2030B.ORA	2012B.SKN	2031B.SKN	1031M.BMK	1032M.BMK	1031M.ARL	2030B.STL	2013B.ENVIR	2015B.ORA	1013M.ARK	1035M.VAG	1002M.ENVIR	2024B.STL	2002B.STL	1013M.BMK	BlankH2O.090514	1014M.ARK	1021M.ARK	1007M.ENVIR	2011B.SKN	1016M.ARK	1019M.ARK	2001B.SKN	2002B.SKN	1012M.ARK	1018M.ARK	T2.Skin.N	2005B.STL	1018M.VAG	2021B.SKN	1014M.BMK	2028B.SKN	2013B.SKN	2028B.ENVIR	2013B.STL	2018B.SKN	T2.Skin.b	1011M.ARK	2020B.SKN	1002M.ARK	1033M.BMK	2010B.SKN	T2.Rec.B	T1.Skin.b	2017B.ORA	2012B.ORA	2003B.STL	PosSTL.082514	1002M.BMK	1052M.BMK	1044M.BMK	1050M.ARK	FungMock.100314	2044B.SKN	1048M.ARK	2053B.SKN	1054M.ARK	2053B.ORA	2048B.SKN	2047B.STL	2045B.STL	1049M.VAG	1052M.VAG	1046M.VAG	1053M.VAG	2049B.STL	1047M.VAG	2049B.ORA	2046B.ORA	2044B.ORA	2054B.ORA	2048B.ORA	1049M.BMK	2045B.ORA	2052B.ORA	2050B.STL	BactMock.100314	2046B.STL	2047B.SKN	1047M.ARK	2055B.SKN	2054B.ENVIR	1054M.BMK	1053M.BMK	1049M.ARK	PosMilk.100314	1046M.BMK	2054B.SKN	1053M.ARK	2050B.SKN	2053B.STL	1047M.BMK	1045M.ARK	2047B.ORA	1048M.BMK	1050M.BMK	1046M.ARK	2043B.SKN	1055M.BMK	1045M.BMK	2048B.STL	1047M.ENVIR	2052B.STL	2049B.SKN	1054M.VAG	2044B.STL	1044M.VAG	1048M.VAG	1050M.VAG	2055B.ORA	2050B.ORA	1045M.VAG	1055M.VAG	2055B.STL	1030M.VAG	2042B.ORA	2041B.ORA	1043M.BMK	1043M.ARK	1037M.BMK	2042B.STL	2041B.STL	2029B.REC	2032B.ORA	1028M.VAG	2036B.ORA	PosMilk.100214	1029M.ARK	PosMilk.090514	1037M.VAG	1029M.BMK	2037B.ORA	2035B.ORA	2028B.ORA	1036M.VAG	1042M.BMK	1036M.BMK	1041M.BMK	2029B.ORA	2043B.ORA	1042M.ARK	PosMilk.093014	1044M.ARK	1041M.VAG	2046B.ENVIR	2032B.SKN	1030M.ENVIR	2043B.STL	1043M.VAG	2045B.SKN	1042M.VAG	1001M.ENVIR	2052B.SKN	2041B.SKN	T2.Rec.N	2029B.SKN	2006B.SKN	1037M.ENVIR	1052M.ARK	2020B.ENVIR	BlankSW.093014	1006M.ARK	2036B.STL	1034M.VAG	2035B.SKN	PosSTL.093014	1037M.ARK	AllPrep.EB	BlankSw.100214	AllPrep.H2O	PosSTL.100314	2037B.SKN	1005M.ARK	PosSTL.090514	1035M.ARL	2046B.SKN	2042B.SKN	2003M.ENVIR	BlankSwab.090514	2033B.SKN	PosSTL.100214	Blank.100214	2017B.SKN	1033M.ARL	Blank.093014	1041M.ARK	1055M.ARK	1034M.ARL	1020M.ENVIR	BlankSw.100314	2036B.ENVIR	AllPrep.RW1	Blank.100314	2054B.STL	2034B.SKN	KEGG_Pathways
"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation"	1	5	0	4	7	186	29	44	0	13	3536	72	5	122	15	94	4	59	158	79	0	28	691	1	54	16	4	38	109	166	39	187	1492	47	1902	988	1	15	60	69	174	191	187	235	4	41	72	127	646	622	1355	5465	36	5950	5864	34	6592	14	25	5	56	0	2	1637	6	37	0	1	1	42	1213	16	11	36	47	6	197	30	3	0	3	46	84	195	13	314	12	5526	302	14	28	632	120	473	475	99	224	109	328	0	6	109	12	1933	12	8	113	263	13	202	11	75	1339	2376	8	139	104	162	17	12911	15	137	5421	253	58	340	41	176	228	5087	19	204	447	0	2585	355	1451	305	4	21	46	3978	2399	1568	4430	887	294	2963	8	6	2	0	164	671	388	93	5	16188	215	2424	1520	4408	3	306	120	1700	822	25	77	107	174	9	1	293	317	987	614	191	11	634	427	836	3	336	59	4	1657	642	794	560	448	1930	795	572	2469	390	2161	67	1394	445	420	580	667	1112	997	6	309	355	915	694	539	3329	31	578	1465	862	273	544	752	502	598	55	365	622	12	1	819	195	117	1	750	35	698	0	2770	20	11	1311	500	267	36	9	4	3	9	3	3	5708	6	74	153	31	92	1268	33	99	215	3675	18	148	1680	219	729	2	252	4	81	50	798	354	455	33	52568	147	4101	3	0	57	0	0	32	3	38	33	6	14	193	139	54	548	1807	486	73327	2077	10305	5	42	11	10866	120	2127	8	59	13	10	7	27	210	59	207	87	792	540	11721	638	7	26	682	1766	18396	28	204	42	802	6	4	28	488	870	5	2	374	2181	506	14	2	354	213	423	1235	1025	549	11	0	32	79	152	19	5	563	217	55	14	0	110	25	1093	650	3	88	967	88	0	0	0	0	0	"Metabolism; Xenobiotics Biodegradation and Metabolism; 1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation"
ABC transporters	1514127	745484	4503452	1222948	618710	2092596	1606779	167175	1348374	2124645	3566308	1068564	1673124	1692325	2630931	1167728	2022566	1178799	2375041	1093306	1448270	1563208	2700459	2122349	2575803	978473	2417861	995533	5354229	2050207	2168280	1980619	1655579	1715996	2189647	1911608	1452339	1554911	1154804	1268991	3173229	2352051	1492383	2140766	3822547	1023573	1858024	1945163	1542333	1144064	2459897	3691616	1828900	7074740	2562990	1755429	3403147	3609162	537220	1284823	633920	1951797	1708761	5409962	2816598	1926917	808493	2582800	1774736	1752180	1956660	1688387	858074	865066	3539246	16610	2664205	4706	8875	8033	4512156	8570446	4972380	1963342	3635944	4665600	2309221	6157070	2835729	4317852	3996023	2897550	2375333	3993521	10189009	3117776	2825356	3659249	3156436	2030846	3569182	3098093	3835418	9109878	2609801	4620004	5933036	2955581	1423087	1747915	5796959	1609020	1634106	1183741	2514243	3366112	4537051	1297176	19040065	3211807	7460428	2509471	2092838	1874813	1712047	1534563	11659856	1029502	1215588	2162024	1947854	1383093	3159378	3291554	2668588	3822856	1690322	1294743	6011345	3233704	15204055	1396165	2207377	2145663	1951277	1317426	72695	4801453	264820	2125365	64316	67365	7059897	6954883	3255915	2479285	5726746	9811994	4934726	9427844	14702195	6141204	5035661	4538227	3356605	7057254	1971668	17200431	4177546	3809349	2050340	16411436	5080317	2198780	2104446	2747079	2356981	3553676	5745923	1837087	1596932	1633937	1602579	1776781	12947624	4464459	1849304	2040118	2487933	1884200	1246575	3427333	2457670	1783966	1973597	1982297	4261271	1977563	2364565	1934679	1692687	1835039	2473247	1257705	2128770	2967128	1492517	1745362	2294866	2022849	1441126	5323451	1694411	2127442	2401110	1764817	2215717	1504688	4837384	1948978	1994948	1129216	2934303	3797237	615634	1915366	6223236	3905642	2964527	3021743	5195141	2424130	7010969	2858570	3565585	3944805	2535686	5851619	3554585	4309898	5150354	2325721	2318716	2167022	1433323	3412313	4338766	9772491	3993733	3682229	3316350	2865316	1546819	10318289	2777848	1477580	2777083	5989917	2624299	1344417	3188105	3494898	3156675	1384146	1810944	3646266	958999	2208307	2395766	2028220	1479806	1054539	4515085	1309189	4381063	3847091	332927	1155311	1019919	1758786	1402154	3204443	2877418	298004	154802	11693331	6869107	8803705	11649966	4145768	9330127	5968053	40134588	4731580	7692378	4675130	3242691	8025840	10711678	2315497	2224757	2191333	991262	6544046	7418967	1191237	4384947	3344874	4840295	3900557	11685359	3913889	3537469	8493890	4463914	3356074	6494868	6475064	5685942	7527535	3535004	4667327	5041473	3305831	4642517	4380112	1272731	3877950	496342	5015896	5013159	929099	4305011	3020774	4916276	4866837	6776627	5044496	5843079	4358595	7107394	4643622	5296147	2989789	532063	2153242	3750635	7237065	4120320	3999380	6628141	3926696	7224463	143944	280126	3455884	6146672	5012254	4012441	2384010	787059	170494	602	1057	11	40	1	Environmental Information Processing; Membrane Transport; ABC transporters
Adherens junction	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Communication; Adherens junction
Adipocytokine signaling pathway	1993	20857	6847	2613	17962	54038	7457	2981	40346	46715	88815	8657	1686	50366	51126	29059	392	17110	30701	21160	14939	13337	6853	28092	9527	27902	48936	27569	112730	50074	28787	53111	26262	34605	39139	29161	230	8776	23524	19520	157806	43124	26410	39767	99489	37250	19865	76544	21972	29617	104702	155082	53156	48121	52308	80848	130289	9302	18315	12248	20338	27233	42928	114986	119993	33719	16973	75697	31026	37647	26626	35315	20566	10366	40591	501	88177	109	314	134	45458	293459	45907	75662	9909	116423	1896	122431	65026	3359	151237	51486	34055	69963	194679	146120	49061	65840	36286	941	4812	122835	149315	138668	11335	24820	17270	65990	9107	42137	253225	41936	33294	34677	95383	91946	171420	18259	140939	163431	235058	54999	64734	29375	41628	31619	30594	15713	25691	52200	70149	30639	74611	5977	54646	82513	31856	10966	71082	140417	99563	43688	59077	63713	50578	33713	2260	78567	8576	37141	882	880	43595	12811	54009	14302	2639	395280	91213	227975	292093	259535	104194	85872	102707	213108	49010	336918	76512	98302	41543	46779	8810	36202	47147	42022	32730	120939	191485	30862	36481	32053	23773	30797	154299	17242	35737	32762	49851	43823	25045	70629	58495	36648	57296	46199	92510	30001	49364	39225	28624	50269	59839	37027	39991	47803	29228	29239	56747	36969	30547	128855	11843	43705	44537	37061	41019	25726	69192	34191	41276	29208	42564	87931	2192	24553	167953	30484	105820	28890	110036	107228	275394	55750	90536	124140	60856	158728	87290	104814	44231	1459	7845	1977	6539	31712	3713	246385	64895	119135	68015	91852	18852	75105	61280	9397	86265	98366	43065	29399	95201	54158	131884	56721	35886	32017	10195	16821	34148	25155	18778	6577	71164	45980	167657	63691	756	8490	245	414	1866	1055	14570	4062	3391	36945	86484	57882	187426	121375	205907	114483	442643	122594	332622	18783	71133	117372	200113	63338	38962	2666	15834	182411	1551	2188	3362	47401	34247	49057	104035	56127	74556	147415	56592	8892	95886	102401	109101	361924	96918	75770	154855	93226	69667	68795	24302	84558	16734	79624	64528	28998	79333	53025	127450	76272	87436	76597	80341	64069	105467	63113	64540	43076	7410	35355	60534	102768	52104	87121	101452	64569	77604	2301	11799	58828	92423	73148	55282	42603	25803	3444	14	30	0	0	1	Organismal Systems; Endocrine System; Adipocytokine signaling pathway
African trypanosomiasis	109	6440	1694	451	4780	12475	1277	237	13286	7134	1969	1654	401	12493	13602	7204	68	3505	6305	2772	3676	2720	1831	5849	5672	7872	11440	5426	2298	8707	5414	10412	14916	10531	19972	14993	72	3261	6147	4212	10203	10814	6649	10210	26189	8941	4629	20316	3419	6139	19424	9047	4368	11073	16683	19876	9534	9200	2841	3046	834	2369	3425	11568	25293	2196	4107	19888	1545	1255	6247	7979	736	1318	21039	91	21922	24	51	38	8562	9069	5883	20208	1244	4248	385	26099	13476	867	9257	11945	7814	26046	30451	15109	9916	16367	1217	333	540	29075	122	329	576	375	8408	6265	1888	13447	50146	5625	7133	5387	22753	22421	41333	4048	35222	27359	25524	9083	16829	6696	10943	6866	30343	6579	6072	10235	17599	8777	11040	1498	20043	17136	9936	2476	2524	35707	39215	6741	14448	13842	12439	5257	532	42962	1044	13915	571	612	2496	781	16831	3564	264	42814	6323	51646	54492	17986	3328	2915	665	53965	9871	41500	16716	19953	3741	10535	1733	19531	9463	15478	13685	27819	35434	14793	10898	12848	12638	13601	39828	13506	14328	18075	13607	13917	9487	26651	17913	13313	11597	13947	25133	16412	18519	14159	14643	14364	17585	7497	18142	22485	12532	13095	16845	16824	12163	37334	2312	17227	20088	11495	17919	8642	28779	12942	18947	7366	10015	22247	1019	16837	13692	8859	26374	5251	17971	20636	26467	1033	2251	1612	2498	7739	92	22156	5666	201	1938	878	565	676	1306	22682	22254	18191	15750	20688	5625	31796	15129	2954	20173	49913	9165	8223	25982	11947	23350	14843	13761	7939	2951	3935	18396	3030	3842	2243	10057	11587	41346	232	194	5507	53	89	198	702	622	1045	518	15582	4856	2608	77362	29281	31015	23169	169855	21930	31801	4704	4217	6969	97956	14022	20078	829	3162	3371	424	520	810	6028	2437	10245	35325	31894	19611	75758	41312	2022	56353	51971	46083	60121	6401	40198	14229	19543	40939	26818	9978	29347	1356	45952	45564	6133	27203	23339	39470	43062	59622	40582	49270	36142	57073	43961	37806	25757	4780	19467	33995	63822	36753	28670	55539	34889	52849	1206	3890	29021	52296	41721	37367	18878	5440	1318	5	1	0	0	0	Human Diseases; Infectious Diseases; African trypanosomiasis
"Alanine, aspartate and glutamate metabolism"	354091	200558	973448	315794	176323	558208	419550	40407	303618	522605	1219328	214225	374638	505541	708449	344518	430647	285280	580184	302024	341859	431518	647177	591544	466452	305530	558097	275802	1360912	572065	486139	571505	468396	450362	635501	396659	302895	321020	308133	314781	1545085	585616	403687	579733	1107551	306963	465148	562248	353496	313834	833859	1537806	687467	1686984	708762	524987	1296757	392523	164465	341121	223321	482510	383103	1607221	867706	397043	200426	643541	494654	438605	456641	375516	262667	217088	720984	3492	768887	984	2302	1269	1059324	2400080	551543	587827	901754	1351077	556814	1402474	738215	806304	1314495	717302	603810	1059339	2134989	1503391	730754	977889	880002	500732	703695	983994	1581229	2425047	521661	1054749	1256312	772102	300080	447391	2219682	508633	402432	326406	760399	913539	1370484	320566	4638700	1021697	2868369	649677	663205	477762	455381	400131	1240406	238134	317577	569326	576729	341317	904473	625299	577766	825931	377971	326851	1314699	925604	2107268	435090	581883	598586	472643	309300	21150	1040488	90822	425645	12353	12473	1388060	1621493	846419	566538	1188005	3660477	1014120	2594191	3933340	2948188	1204068	1021811	1053062	1850697	507345	4285267	1117585	944707	526615	3939038	1190392	458012	543986	571126	454880	1043776	1769759	406955	384918	371910	340336	391404	3556817	576602	405198	401305	557563	449281	298429	803964	619944	418401	549803	469298	966927	402978	557945	439407	361694	510549	617778	355873	492485	574890	346434	357361	602947	431220	348491	1319345	306054	502032	537739	397802	468596	307359	1024612	382647	478175	309547	742127	1005050	43527	368479	1807720	856830	901585	575623	1396058	826060	2975940	761500	939925	1164492	713212	1658404	862983	1145217	1239103	492856	566009	413666	277168	815472	897702	3408055	913734	1385192	902309	861096	330698	1361407	770091	346637	807624	1720487	699709	356801	918500	842612	1225240	426021	405053	811070	211188	457845	486392	465205	315413	206197	1579189	370315	1230402	1045596	82133	276573	248591	428473	348205	650852	585655	46991	43929	1846148	1678438	1697924	3268033	1107648	2466219	1616230	10850156	1547813	3126411	964694	826708	2371094	3162796	640209	653129	535190	234585	2077892	1539110	229568	900817	738464	1278690	860007	2507001	775775	871379	2349974	866622	805517	1265403	1363665	1303974	3105539	1082691	900579	1794307	714355	949729	930462	295302	1001982	110439	1035148	988838	298442	830224	611333	1019571	997598	1287720	1009667	1115295	785714	1336691	895641	938281	599472	104863	448525	778749	1366012	742488	975966	1272426	817449	1213057	27949	128069	731073	1169022	936853	808951	510348	239204	31729	149	284	0	10	1	"Metabolism; Amino Acid Metabolism; Alanine, aspartate and glutamate metabolism"
Aldosterone-regulated sodium reabsorption	0	0	0	0	0	28	0	0	0	0	0	37	0	0	0	4	2	0	0	8	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	22	6	0	7	8	0	0	0	0	0	1451	1280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	1	0	0	0	0	0	4	2	0	0	2	2	4	3202	0	1	4	219	69	2	0	1	52	2	1	0	2	0	2	4	0	4	0	116	0	1	2	0	1222	2052	2	4	3	55	4	40	1	5	3128	75	10	376	0	29	154	3148	1	0	0	1	1622	1	730	258	0	2	4	1498	5830	2057	3375	1339	120	2029	0	380	0	0	4	8	2	1	4	4	2	8	10	3	4	2	4	2	5660	8	2	2	2	3	4	1300	1	0	1	2	2	1752	3741	2423	2	1570	2	0	1456	1	4010	3094	2278	5516	4607	2032	8230	3034	9619	652	4193	2591	698	3175	4381	4321	2601	0	1992	506	4304	1784	1563	10852	2	1689	2527	3998	1100	1598	3399	1342	1446	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	1	19	2	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	6	0	2	4	0	1	0	0	2	0	708	3780	4	2	0	3	1038	0	2	1236	5156	0	2	0	2328	0	686	2	0	2	2688	0	1	1	1	2	1	64	0	580	0	0	9355	2	1446	1	0	700	1148	0	0	2	1976	2350	0	2	4	0	0	0	Organismal Systems; Excretory System; Aldosterone-regulated sodium reabsorption
Alzheimer's disease	24095	8584	67793	17903	8238	53010	24512	2896	7049	44408	63815	18887	24745	47140	60581	31649	28029	24363	49478	23308	29018	34271	43673	51194	20189	25043	49566	28105	160983	71662	43136	55988	61659	42693	81189	54339	22643	30239	29528	27150	58896	64182	34745	48666	52528	26273	46747	15093	28199	27696	45815	74718	26475	71928	46787	26045	86068	21679	8505	23908	19720	35720	27469	89794	41771	41278	17003	25097	35888	50787	42331	35463	16815	15783	85696	455	62404	77	307	152	75780	175412	27495	53066	61820	94354	38561	118464	68441	65192	82423	65647	58023	104726	377277	50444	78169	98619	57892	33477	54712	86106	90057	172765	42868	73373	59409	109001	23010	45122	90325	39342	33887	21519	65923	79743	116817	29188	198219	44223	104573	71535	55518	47404	39903	34691	68840	27756	28788	36841	48554	33263	76559	48585	68371	114508	40953	22183	97198	45180	105574	26434	54546	26987	38167	28192	1266	139977	7512	55793	1900	1895	107838	104850	78954	44099	99256	146343	98019	231173	461560	126234	98485	77201	70614	95299	41921	243483	117658	57871	35481	159366	85706	57269	51822	72511	56204	84536	80405	50403	40067	40050	43885	45950	127210	26994	51576	62356	67178	47290	31324	88602	70478	48419	41577	48233	101874	56082	63170	47737	48696	51455	63030	27390	61513	78008	39755	50087	59435	54288	45045	134682	28264	64828	62096	41687	63165	40907	158132	49793	51022	30473	68552	100585	22757	54255	189617	82314	82215	51996	144399	41724	119177	73827	62578	81369	48920	104837	62299	105664	99610	34632	38740	32592	22435	58998	73845	136732	43722	51239	86408	88425	33246	178726	68464	37182	71146	218232	66859	34581	81883	77961	46756	41924	50985	62417	24106	39918	70812	43278	31571	19719	241536	39792	55974	68896	6492	9365	16572	28570	23377	47688	44850	3313	6957	80425	120773	139481	249930	77538	253057	150078	790678	70371	140834	73185	57029	177835	401263	62775	83950	35551	21590	127961	107689	18322	58586	72295	95325	69674	188387	109285	90341	299029	131486	53151	175449	181542	152938	181806	95834	130929	149651	75364	137970	122442	35711	105890	10335	156874	143526	26457	129649	90204	63968	129539	187386	130413	161334	122821	216008	134778	131390	86288	15237	65791	112063	203669	105653	101546	185311	110044	161339	4188	9719	97916	171211	133731	121650	61983	17952	4578	14	16	0	1	0	Human Diseases; Neurodegenerative Diseases; Alzheimer's disease
Amino acid metabolism	96305	27317	264321	60444	26210	86403	79872	7653	6894	41290	215431	67663	25054	75930	145060	56448	28398	67448	139242	71357	84427	48373	151336	66749	139457	34194	136203	48686	258427	86489	119996	95156	85768	77611	111861	87471	100066	70535	52394	68382	301297	116427	76504	107368	183477	42874	89262	47169	95371	64536	120853	272488	132435	387528	111859	46755	251172	131569	21639	73821	35921	134061	56698	281974	95950	92545	46667	32201	145311	81780	110840	93010	48503	54173	175730	798	117904	287	525	291	267054	419299	51403	78202	48421	277807	44459	393632	147594	303813	237361	141086	121385	227908	462199	253639	130830	168164	108346	34184	241940	134553	251067	639594	180139	297647	344852	150074	83302	78205	234830	89458	97329	86173	114675	167362	186213	61820	1113676	58766	523384	120118	158908	86312	85875	79776	424595	47906	57156	154556	75401	66153	173756	213367	131152	171723	87650	73053	139469	94511	641867	108223	153466	107882	122620	78552	5290	231067	13828	98843	2566	2606	443776	402824	162644	147542	351077	546356	241328	444265	679435	518482	191213	144409	146869	302182	129772	1085012	183251	194356	125239	986536	300528	103425	109825	138079	111322	161326	265804	90091	92880	86835	65870	90771	829422	162231	91073	85121	129276	100064	70197	196570	152978	96371	145722	114635	235772	90715	127951	102335	77356	110351	150844	93622	111816	121012	79503	77887	138574	97353	79979	324917	103673	110898	124754	97608	103079	81346	218947	92057	108265	49925	148883	185999	5922	77133	335942	202951	123803	161897	307046	104103	554522	156152	163369	191280	99570	330104	139581	227442	318253	148243	138064	146533	94728	238242	278473	607753	191063	250652	163480	115495	81912	313653	129730	71020	139081	306118	112709	62318	136993	190557	178161	53199	82995	194675	47543	135909	98003	117959	87746	67503	183404	49169	138246	263603	16889	60346	16661	28742	25965	218184	190054	4934	6456	505211	465833	614332	850808	179255	457722	306766	2470657	293378	558558	305646	124781	496933	549847	105556	116284	31826	59929	395316	490999	79825	60010	208371	279550	238137	819743	168530	177488	420015	180263	55830	267391	279395	294991	359647	190647	185046	354960	177155	196882	192644	66781	227075	27591	206475	205056	73806	190962	129076	139898	205501	269664	233282	234238	171866	290466	183236	216237	123032	22495	93615	164635	288826	152785	236171	271955	175971	272314	6001	31439	153656	247338	198402	165977	112170	62543	6935	35	80	0	1	0	Unclassified; Metabolism; Amino acid metabolism
