OTU ID	M50420.ARR.0148.1	M51210.BMK.0088.1	B51121.STL.0057.1	M51160.BMK.0331.5	M51200.BMK.0134.6	M50580.ARK.0029.1	M51160.BMK.0317.1	B51411.STL.0018.3	M50230.ARR.0138.1	M50290.ARR.0176.1	M50400.ARR.0151.1	M50460.ARR.0146.5	M50150.ARL.0133.2	M50510.ARR.0005.1	M50240.ARR.0197.1	M50510.ARR.0075.5	M50990.ARR.0007.1	M50660.BMR.0118.4	M50770.ARK.0010.1	M50770.ARK.0017.4	M50770.BMK.0024.5	M50540.ARK.0098.1	M51270.BMK.0099.8	M51580.BMK.0005.2	M50600.ARR.0040.1	DC90227Y.01	M50410.ARR.0178.2	M50240.BMR.0197.1	M50410.ARR.0198.3	B51051.STL.0008.1	B50991.STL.0007.1	B50511.STL.0005.1	M50360.ARR.0029.1	M50750.ARR.0008.1	M50460.BMK.0075.4	M50640.ARR.0040.1	B50541.STL.0709.4	B50151.STL.0800.4	B50661.STL.0684.5	M50590.ARK.0074.1	M50620.ARK.0026.1	B50541.STL.0098.1	M50420.BMK.0238.3	M51010.BMR.0057.6	M50660.BMR.0103.3	M50400.ARR.0208.2	M50280.ARR.0121.1	M50460.ARR.0075.4	KG8017VX.01	M50420.BMR.0148.1	M50330.BMR.0122.2	M50420.ARR.0161.2	M50190.BMR.0209.6	M50460.ARR.0055.2	M50380.BMR.0006.1	M50330.ARR.0041.1	M50420.ARR.0238.3	M50330.ARR.0122.2	M51000.ARR.0022.2	M50830.ARL.0028.1	M50660.ARR.0118.4	M50720.ARR.0030.1	B51391.STL.0003.2	M51220.BMK.0166.7	B51321.STL.0002.1	M51230.BMK.0234.7	M51050.BMK.0035.2	M51230.BMK.0171.6	M51360.BMK.0003.3	M51450.BMK.0007.2	AG8017VZ.01	EG8017TT.01	M51510.BMK.0002.2	KG8017XG.01	B51651.STL.0005.1	B51741.STL.0007.2	M51580.BMK.0019.5	B51581.STL.0048.2	PosMilk.072214	PosStool.072214	M51670.BMK.0004.2	M51740.BMK.0006.1	M50440.ARR.0016.1	M51760.BMK.0151.1	M50360.BMR.0120.2	PSP.031414	M51440.BMR.0011.3	M51240.BMK.0115.3	M50580.BMR.0029.1	M50260.ARR.0025.1	M50410.BMR.0126.1	M50260.BMR.0025.1	M50400.BMR.0208.2	M50220.ARR.0105.1	M50410.BMR.0198.3	M50490.ARR.0012.1	M50490.BMK.0012.1	M50510.BMR.0012.2	B50151.STL.0133.2	M50230.BMR.0138.1	M50270.ARR.0020.1	M50280.BML.0121.1	M50330.ARL.0135.3	M50390.ARR.0123.2	M50410.ARR.0126.1	M50510.ARR.0012.2	M50510.ARR.0033.4	M50510.BMR.0033.4	M50510.BMR.0075.5	B50741.STL.0005.1	B50811.STL.0009.1	B51001.STL.0006.1	B51011.STL.0007.1	B51041.STL.0007.1	M50840.ARR.0009.1	B50971.STL.0004.1	M50750.BML.0009.1	MoBio.Blank.R5L3	M50840.BMR.0009.1	M50970.ARR.0004.1	M51000.ARR.0006.1	M51000.BMR.0006.1	M51010.BMR.0007.1	M51040.ARR.0007.1	M51040.BMR.0007.1	M51050.ARR.0008.1	Pos.Milk.R6L4	B50811.STL.0015.2	B50961.STL.0013.1	B51021.STL.0020.1	M50660.BMR.0096.2	M50720.BMR.0030.1	M50740.ARK.0005.1	M50830.BMR.0028.1	M50850.ARK.0031.1	M50960.ARK.0013.1	M50980.ARK.0015.1	M50990.BML.0007.1	M50850.ARR.0064.2	M50810.ARK.0015.2	B50851.STL.0031.1	M50900.ARK.0027.1	M50860.ARK.0003.1	B51001.STL.0022.2	M50970.BMR.0004.1	B50771.STL.0014.4	M51000.BMR.0022.2	M50270.BMK.0020.1	Pos.BMK.A.R8L6	Pos.BMK.B.R8L6	Pos.BMK.C.R8L6	M50390.BMK.0123.2	M51030.BMK.0103.1	M51010.ARK.0007.1	B51091.STL.0008.2	M51020.ARR.0020.1	M50750.BMK.0008.1	B51011.STL.0057.6	M51020.BMR.0020.1	M50660.BMK.0087.1	MoBioSw.Blank.R7L5	M51120.BMK.0073.5	Pos.Milk.D	Pos.Milk.E	Pos.Milk.F	B51271.STL.0008.2	B51291.STL.0012.5	B51311.STL.0002.1	B51361.STL.0002.2	B51371.STL.0015.2	B51411.STL.0002.1	B51441.STL.0010.2	B51421.STL.0006.2	B51391.STL.0009.4	B51441.STL.0011.3	B51211.STL.0104.5	MoBioUV	B51261.STL.0007.3	B51271.STL.0002.1	B51441.STL.0003.1	M51240.BMK.0202.7	M51260.BMK.0006.2	M51280.BMK.0010.1	M51290.BMK.0005.2	M51290.BMK.0008.4	M51290.BMK.0012.5	M51290.BMK.0018.6	M51330.BMK.0007.3	M51360.BMK.0015.4	M51410.BMK.0018.3	M51420.BMK.0006.2	PosMilk.022514	PosMilk.022714	PosMilk.022814	B51281.STL.0010.1	B51291.STL.0008.4	B51301.STL.0002.1	B51401.STL.0002.1	B51441.STL.0026.5	B51461.STL.0005.3	M51260.BMK.0104.7	M51270.BMK.0008.2	M51290.BMK.0032.7	B51281.STL.0100.6	B51421.STL.0007.3	M51280.BMK.0100.6	M51370.BMK.0015.2	B51351.STL.0001.1	M51240.BMK.0125.5	B51261.STL.0104.7	M51330.BMK.0013.4	M51420.BMK.0007.3	B51421.STL.0040.7	M51370.BMK.0058.5	M51390.BMK.0009.4	M51400.BMK.0004.2	M51400.BMK.0005.3	M51410.BMK.0045.6	M51420.BMK.0040.7	M51420.BMR.0033.6	M51440.BMK.0010.2	M51440.BMK.0026.5	PosMilk.031214	PosMilk.031314	AG8017Z5.01	B51281.STL.0025.4	B51511.STL.0020.6	B51541.STL.0006.2	B51541.STL.0021.6	B51551.STL.0014.2	B51551.STL.0030.6	B51581.STL.0019.5	B51591.STL.0005.1	BC9023G2.01	BG8017V8.01	CC9023G6.01	CG8017Z7.01	DG8017VS.01	EG8017Z3.01	AG8017WC.01	AG8017W3.01	M51540.BMK.0006.2	M51540.BMK.0021.6	M51550.BMK.0014.2	M51590.BMK.0005.1	PosMilk.072314	B51201.STL.0043.1	B51201.STL.0058.4	B51601.STL.0018.5	B51641.STL.0005.1	B51671.STL.0004.2	B51691.STL.0004.2	B51761.STL.0151.1	M51200.BMK.0058.4	M51370.BMK.0030.4	M51410.BMK.0031.5	M51550.BMK.0030.6	M51460.BMK.0018.6	B51681.STL.0007.2	B51651.STL.0027.5	M50950.BMK.0050.3	M51640.BMK.0020.4	M51650.BMK.0027.5	M51670.BMK.0013.4	M51680.BMK.0007.2	PosMilk.080514	PosMilk.080614	B50121.STL.0272.2	B50171.BML.0264.1	B50441.STL.0016.1	B50471.STL.0098.4	B50171.STL.0264.1	PosStool.080514	B50381.STL.0006.1	B50391.STL.0065.1	BC9023GB.01	Blank.072214	M50100.BML.0271.2	M50390.BMR.0158.4	M50470.BMK.0014.3	M50640.BMR.0040.1	M51460.BMK.0101.8	M51630.BMK.0093.1	M51650.BMK.0005.1	M51690.BMK.0004.2	M51700.BMK.0008.2	M51740.BMK.0020.5	PosMilk.091814	M50360.ARR.0120.2	M50460.BML.0049.1	M51510.BMK.0020.6	M50650.BMR.0107.2	M50390.BMR.0065.1	M51690.BMK.0037.5	M50620.BMR.0026.1	M51200.BMK.0043.1	M50190.BMR.0051.3	M50360.BMR.0029.1	M50470.ARR.0014.3	M50470.BMR.0008.1	M50470.BMR.0098.4	M50540.BML.0098.1	M50570.ARR.0030.1	M50590.BMR.0074.1	M50650.ARR.0107.2	CC90227C.01	DC902282.01	FC902284.01	FC90228N.01	GC90228G.01	GC90228J.01	Pos.Milk.11.0434	DC90228L.01	GC902280.01	AC902288.01	GC90226L.01	CC90227W.01	MoBio.11.0434	B50651.STL.0697.4	AG8017WM.01	M51360.BMK.0002.2	B51231.STL.0144.1	MoBio.022814	AC90227T.01	M50410.BMR.0178.2	DC9023G8.01	EG8017ZC.01	GG8017Z9.01	HC9023GD.01	JC9023GG.01	B51461.STL.0101.8	M51640.BMK.0005.1	B50101.STL.0273.3	B50191.STL.0051.3	DC902260.01	HC90226Z.01	B50461.STL.0075.4	B50831.STL.0028.1	B50551.STL.0022.1	B51011.STL.0036.2	B51371.STL.0058.5	B51411.STL.0031.5	B50621.STL.0026.1	DC902275.01	MoBio.022514	MoBio.022714	B50251.STL.0036.1	B50661.STL.0096.2	B50661.STL.0118.4	B50771.STL.0137.6	B50661.STL.0103.3	B51211.STL.0096.4	B51231.STL.0158.5	M51210.BMK.0104.5	CG8017TY.01	EG8017VV.01	EG8017WK.01	B51461.STL.0018.6	M51220.BMK.0078.1	M50650.BMK.0094.1	AC902277.01	FC90227F.01	FC90227P.01	GC90227H.01	JC902279.01	M50600.BMR.0040.1	B50661.STL.0087.1	B50231.STL.0138.1	B50241.STL.0197.1	B50261.STL.0025.1	B50291.STL.0176.1	B50331.STL.0122.2	B50331.STL.0135.3	B50401.STL.0151.1	B50411.STL.0126.1	B50421.STL.0148.1	B50421.STL.0161.2	M50420.BMR.0161.2	B50421.STL.0238.3	B50491.STL.0012.1	M50250.ARR.0036.1	M50330.BMR.0135.3	B50271.STL.0020.1	B50401.STL.0208.2	B50411.STL.0178.2	B50461.STL.0146.5	M50090.BMR.0086.1	PSP.Blank.R4L2	M50480.BMK.0131.2	M50220.BMR.0105.1	M50150.BMR.0133.2	M50390.ARR.0065.1	B50721.STL.0030.1	B50851.STL.0064.2	B50871.STL.0031.1	B50981.STL.0015.1	B50901.STL.0027.1	M50980.BMR.0015.1	B50191.STL.0209.4	B50221.STL.0105.1	B50391.STL.0123.2	B50411.STL.0198.3	B50511.STL.0075.5	B50651.STL.0107.2	B50721.STL.0060.2	B50771.STL.0024.5	B50831.STL.0057.2	B51021.STL.0033.2	B51031.STL.0117.2	B51031.STL.0145.6	B51061.STL.0013.1	B51061.STL.0021.2	PSP.Blank.R8L6	B51051.STL.0049.6	B51081.STL.0050.1	B51081.STL.0056.3	B51121.STL.0073.5	B51141.STL.0005.1	B51141.STL.0012.3	B51141.STL.0028.6	B51161.STL.0317.1	B51161.STL.0331.5	M50890.BMK.0164.1	M51120.BMK.0057.1	B51241.STL.0115.3	B51241.STL.0125.5	B51331.STL.0007.3	B51331.STL.0021.5	B51341.STL.0002.1	B51371.STL.0002.1	B51381.STL.0001.1	PSPBlank.L6	B51271.STL.0016.5	M51230.BMK.0144.1	B51211.STL.0088.1	B51221.STL.0166.7	B51241.STL.0201.7	B51291.STL.0032.7	B51391.STL.0001.1	B51411.STL.0045.6	B51421.STL.0033.6	B51451.STL.0007.2	B51451.STL.0016.3	B51461.STL.0004.2	M51330.BMK.0021.5	M51270.BMK.0016.5	M51450.BMK.0016.3	AC9023FR.01	AG8017V6.01	B50711.STL.0077.2	B50951.STL.0063.7	B51141.STL.0019.5	B51221.STL.0078.1	BG8017TM.01	BG8017TW.01	BG8017W5.01	DG8017W7.01	DG8017Y2.01	DG8017YB.01	EG8017V2.01	EG8017W1.01	EG8017Y6.01	FG8017W9.01	FG8017Y4.01	FG8017YD.01	GG8017TP.01	GG8017Y0.01	GG8017YG.01	HC9023G4.01	HG8017TR.01	HG8017WF.01	JC9023FW.01	JC9023G0.01	FG8017V0.01	EG8017VB.01	JC9023GJ.01	JG8017WH.01	KC9023FY.01	B51671.STL.0013.4	JG8017ZF.01	M50950.BMK.0063.7	KG8017V4.01	M51600.BMK.0018.6	M51590.BMK.0021.4	B50091.STL.0129.2	B50141.STL.0239.1	B50151.STL.0097.1	B50151.STL.0144.3	B50161.STL.0098.1	B50361.STL.0120.2	B50461.STL.0049.1	B50471.STL.0014.3	B50561.STL.0029.1	B50571.STL.0030.1	PosStool.080614	B50591.STL.0074.1	B50601.STL.0040.1	B50631.STL.0078.1	B51371.STL.0030.4	M50440.BML.0017.2	PosMilk.082914A	B50361.STL.0029.1	B50391.STL.0158.2	B50541.STL.0125.3	B50651.STL.0094.1	B51632.STL.0093.1	B51601.STL.0003.1	SG.Blank	CC902264.01	CC90226D.01	CC90226X.01	CC902273.01	CC90227M.01	DC90226G.01	DC90226J.01	FC90226S.01	GC902262.01	GC90226B.01	GC90226V.01	HC902266.01	JC902268.01	M50630.BMR.0078.1	DC90228B.01	M51020.BML.0083.6	QiagenColUV	M50400.BMR.0151.1	M50540.BML.0125.3	SG.MoBio	B50511.STL.0033.4	M51010.BMK.0036.2	B50441.STL.0028.3	B50611.STL.0041.1	B50771.STL.0010.1	M50960.BMR.0013.1	B50861.STL.0003.1	M50900.BMR.0027.1	M50810.BMR.0015.2	B50751.STL.0009.2	M50770.BMK.0013.3	M50550.ARL.0022.1	M51030.BMK.0116.2	M50830.BMK.0057.2	B51051.STL.0035.2	B51361.STL.0003.3	M51020.BMR.0055.3	M51140.BMK.0005.1	M51050.BMK.0049.6	M51080.BMR.0056.2	M51080.BMK.0050.1	M51220.BMK.0106.6	M51230.BMK.0158.5	B51291.STL.0001.1	PSP.022612	PSP.030314	PSP.030414	M51240.BMK.0139.6	B51701.STL.0022.5	B50301.STL.0017.1	B50581.STL.0029.1	B50471.STL.0008.1	M50300.ARR.0017.1	M51600.BMK.0003.1	PosSTL.091814	M50300.BMR.0017.1	M50440.BMR.0028.3	B50641.STL.0040.1	M50560.BMR.0029.1	M50570.BMR.0030.1	BC902271.01	GC90227R.01	PSP2.11.0434	FC90228D.01	EC902286.01	CC90226N.01	B51691.STL.0018.4	B51691.STL.0037.5	M50330.BMR.0041.1	M50870.BMR.0031.1	M50460.BMK.0146.5	M50720.BMK.0060.2	M50810.BMR.0009.1	M51020.BMK.0033.2	MoBio.031214	Blank.082914	B50751.STL.0008.1	M50770.BMR.0017.4	M50890.BMK.0172.2	MoBio.Blank.R8L6	MoBioNoUV	M51420.BMK.0013.4	B50281.STL.0121.1	M50290.BMR.0176.1	M50850.BMR.0031.1	M50150.BMK.0144.3	GC9023FT.01	PSP.031714	M51460.BMK.0004.2	PosStool.072314	B51641.STL.0020.4	M51740.BMK.0007.2	M50440.BMR.0016.1	M50510.BMR.0005.1	M51580.BMK.0048.6	MoBio.031314	B51591.STL.0021.4	M50740.BMR.0005.1	M50770.BMR.0010.1	DC90226Q.01	M50250.BMR.0036.1	M50090.BML.0129.2	M50400.BMR.0241.3	M50660.ARR.0096.2	B50841.STL.0009.1	M50810.ARR.0009.1	M50860.BMR.0003.1	Blank.072314	Blank.072214A	Blank.080614	M51690.BMK.0018.4	Blank.082914A	Blank.091814	M51050.BMR.0008.1	MoBio.Bla.sw.R6L4	Blank.080514	PosMilk.082914	M50850.BMR.0064.2	M51030.BMK.0145.6	M50090.ARR.0086.1	M50380.BMR.0066.2	M50400.ARR.0241.3	Blank.080614A	B50461.STL.0709.6	KEGG_Pathways
Amino Acid Metabolism	14678198	4908305	3732022	1739794	6171327	9729376	3708891	7895072	5787146	4835235	9340873	10172522	9956994	8089584	13064075	14347667	4398898	10564557	8951222	16277905	21225890	11247079	13588034	4820038	3838679	5079006	8381709	10629447	9558014	11237795	46704712	1993838	13172274	25839145	26010205	6468098	830774	11710400	2757220	9207313	12293815	16002236	9853240	5556997	17747530	8315993	15464053	6598382	14104618	1520761	6742716	5177929	9310470	6410053	4013625	11423794	10155951	15735721	6420708	4410867	5926138	7595224	3869509	5632056	1642116	7672145	9735211	7982731	24527890	12323415	4178274	6414755	5264930	16639324	41275491	94850603	3581537	5110969	43058948	334391403	14656206	3788919	6248797	5355254	5668359	2013692	11907389	31475816	6465147	35223310	7457847	20468513	8153227	9558347	4992027	9234416	24388571	7979680	10378770	13741786	13595775	9815681	8403358	14476419	11766500	8672852	10991030	20876231	13669591	5956775	39932036	7428477	618492	5307267	4967509	2076148	5439283	4910115	6840618	4317869	4470881	6505594	12628375	5807050	8014492	6124903	5899429	29609255	15942644	4911193	7271821	3136139	6460535	10387006	6524400	3015895	3904185	11224904	2643210	3082402	6189677	1163894	12869532	9704117	6765505	72131110	11588960	24663822	14086583	3688354	3447453	10296400	11102460	10410579	8669881	3211343	3690472	26441814	2049633	4791941	1360406	6729228	8408428	8718760	11819203	7556337	10178908	1108191	792489	5449289	3672017	54852930	2475368	14687919	60011108	16209600	3261904	12205883	9496259	5838265	5941679	8435674	19638860	42067071	4717632	5161075	13186807	6614448	2814236	7369037	6050392	12921488	7713809	7497086	15238587	15676764	11285560	2619142	63228014	598340	9422228	14288429	7211375	14072868	7690203	22401063	4722874	12129816	8994788	20157233	2424266	5799449	35253624	14565432	12476762	5338909	5990071	5567392	5833062	19205611	11329872	9826374	9123972	16338690	6539647	25711899	5952544	14023293	6110303	21645272	17570038	21812951	10785726	8167988	12543016	3190705	3491518	6318146	3799037	6336435	3505827	6623145	5385406	2422607	2856006	4484912	7027037	5091393	120956746	3753487	25740446	24515770	20371964	10636861	8455548	6699048	3030296	3620093	24992421	22252412	10498473	12243016	9769278	3441079	14006853	11085475	8667137	2822953	22181009	8850903	6555995	10555896	138660991	20879401	23041559	4760264	6986444	4639514	3169228	4113424	7322178	4149932	7301334	2792006	4037965	2541208	6420905	46321121	10114997	6142779	3310989	3539218	1628487	3633743	3841770	2984789	2601783	43648434	6213571	3173520	4992044	7832208	5766532	8714764	5301208	930066	3618814	2544027	6224154	4207932	3786903	10426523	2426081	3572759	20332043	1364823	3475908	2244544	2461281	10559205	2500049	6794231	7537514	2582305	15119615	6040044	4084409	3457263	5051093	6454225	9113813	5677819	8555608	117134667	3365095	2340832	6659287	32376891	18494309	5663732	24851790	7288034	4640856	7921617	6197880	12299590	21257472	1838800	4555746	16394941	3601721	9252470	6428336	33973541	6975393	6171706	6756407	11053266	10173770	3461560	5668094	3854691	4435370	9629548	4107502	9355826	6573904	6752530	11910453	57051365	7668726	10023330	23972382	2086572	5177163	6291634	12487682	40917804	4412182	52235254	6623336	50385406	6861608	7108925	14887546	13534883	11352	3459631	28756384	25425713	19943363	26982972	26880235	6645944	17066105	4206885	20047555	16997936	7739449	5389945	5767886	6503436	8617224	4973935	10445362	20862298	933016	5117349	3421438	7490518	22979826	28625530	16968289	2973539	1027091	2588614	2786784	34137713	10260467	11145121	5999402	8752737	17118821	9463938	8332795	7772002	3423466	3261799	6636379	5941664	1540268	4728209	5478336	10908557	13430989	11128603	12508550	12537746	12937638	7957697	18131652	41580374	66491677	846869	5363552	98718084	18926725	11665069	18501070	2129670	4487583	4977631	5008784	2102781	8155969	7231098	3528699	7290040	1825147	10439020	11410490	2281175	4951782	3066333	3396828	7392994	29921483	4393444	11634331	10733170	4748369	6845352	4449057	16899692	15317677	2665183	5845923	11611603	32626566	6908642	13481640	16991135	37701838	2994331	27637588	2554391	3595226	2551907	28550116	6130573	5671043	35824010	6053994	6061247	27787513	2867006	8574027	19827706	7753780	8781123	5022848	3820290	3959747	7378003	7282323	3043209	5822319	7580240	2433579	6430492	1889555	6438345	1227996	2128288	3982507	6245663	264813	34534947	4772058	9581894	6386579	2859051	12358648	6835752	9840467	3044999	3725241	9063162	8912831	6663555	12767070	35608502	88896831	12297634	44232643	4086318	10031237	21863300	8420023	23227362	11530388	7882150	12010094	733021	7625019	15959172	11831144	26273074	42887142	19375279	38584811	132663	5255596	3501670	4665167	7404067	29653142	7896149	28498872	35618519	5339655	5589925	19544893	2421281	2401106	37471070	4208920	13508714	1238350	3622200	1382755	14821725	22635390	13648889	27066750	2873833	6733353	9306115	8095403	14386250	16996282	11973032	10663672	4211773	54109130	2160406	6810330	1659744	7676039	1242509	87848685	11440445	19419631	6089117	10609955	1169148	4542301	25464191	14791524	5985741	1506784	3898642	5934737	3899942	2902695	9448734	7431797	3751946	5622189	3544003	13830	67642	3461757	3789900	16296986	428605	2651579	537530	7668644	3239794	292558	6403664	1838566	102352	6871216	10236129	14559205	11884	37924	12282	130119	0	Metabolism; Amino Acid Metabolism
Biosynthesis of Other Secondary Metabolites	765179	312326	379723	111574	414197	723126	169667	1008486	319259	334174	632401	605441	633629	546038	893981	922749	296886	695102	785391	1296343	1339710	692244	1024092	244535	266410	401647	464889	824073	643769	1103578	3161326	180932	743023	2833480	2235854	327235	96285	1396487	391910	563538	904141	1208319	634891	357275	1053583	582616	866452	347945	1038899	91302	446285	293955	596130	371090	239812	699645	591388	1048211	437497	304934	457214	464357	296380	378364	218918	553197	803846	582424	1908619	896064	304147	723957	379344	1516219	2892672	6521031	226154	463094	2611290	23101098	699532	246509	387911	380875	319307	183405	715376	2016755	465518	2253160	505300	1378572	535297	576176	325559	486925	1129347	424091	954231	879177	692027	562970	596989	801956	787065	431879	557998	1207415	804714	313331	2726646	728474	41191	310573	292631	135338	394203	323134	407430	288204	234615	383621	788913	367566	460014	420019	356797	2088769	1230296	575872	427896	198336	573979	501507	441935	237161	265227	692690	181712	246386	754793	95674	1121805	963825	305295	4843583	864993	1653100	879170	227812	220133	611563	691871	901155	632178	219106	264086	2057214	137658	287300	104073	375940	503059	524152	703882	714450	1007949	55783	95368	471444	330021	3779985	156647	1273401	4218902	1867123	232655	973477	909361	459993	464421	473420	1218830	2823215	256837	287005	838870	465152	204989	548294	328817	782651	488900	472078	1393451	1635393	1007761	164134	4499722	37677	555679	1009961	394525	1427253	496576	1513579	250158	1105607	588111	1940845	130345	335176	2994663	1100815	732009	313912	310001	441518	420337	1711778	780482	723404	572944	1032299	510883	1964262	559970	1234203	581611	1537143	1417156	1476544	783870	743283	824520	167264	226021	408962	212293	634434	348649	453045	398918	152050	166462	263299	609752	475312	8679082	246985	2824642	1533702	2165604	492108	712425	495132	200114	228786	2412143	1593613	949048	828235	1026190	231813	839582	700794	630425	280179	1282142	614092	599645	1078622	9528613	1502396	1641310	352637	518445	285600	188540	278392	385984	223833	514828	183601	275451	163094	304607	2770542	525340	389108	211732	260093	89239	276148	255270	200426	184863	2931381	318589	279006	316133	426417	307536	455379	270858	77525	214580	169248	540411	246927	225643	640721	173104	228842	1320538	84586	286195	162395	312020	1201548	210599	677192	613221	174697	1058121	443535	286685	237648	357681	455292	1357261	401771	963614	10144714	313606	209585	594078	2226123	1551305	455834	1993782	715192	469242	785580	487800	1013670	2169942	211555	448570	1687392	381739	905902	681661	2432012	816766	446147	684318	923928	745859	221270	594497	365874	392749	1011796	407341	518414	793748	620755	1095156	4008577	746017	830377	1764320	150717	445910	629615	1182489	2490539	552437	3554944	464729	3571520	503215	726155	1392963	1408300	1052	241675	2276954	1545922	1475005	2144880	1908468	812904	1621670	508886	1438460	992381	795943	612661	473037	567586	956309	489587	827146	1404275	86161	548170	440957	711628	1598120	2298905	1385509	291909	99883	267153	289487	2421366	835209	1085233	509615	774072	1142621	754245	856538	725109	272442	253090	617828	698727	152798	390138	522927	749165	1328890	1068927	1197700	1283371	1301686	571549	1800037	2961160	4778942	48404	243105	6642225	855974	855867	1387483	181393	493054	489463	494259	291579	789203	710853	347055	552491	169449	704921	840397	213021	508667	293229	315377	833804	3692072	423190	1229499	1017587	477879	578893	401097	1102889	1057024	188702	575540	1086797	3403294	462718	861820	1235184	2522409	162787	1889427	248395	336468	248015	1920975	723353	545885	2472247	587154	492414	1918840	277926	742962	1929494	693739	686246	342846	460737	490422	597992	638363	309436	412371	611771	175917	627921	192596	715342	139711	198547	308299	649760	18931	2481392	484980	817997	532531	183885	747197	435260	658629	159400	223081	751359	1057399	449484	1151880	2369058	5965932	883686	2977451	287955	608773	1469728	401561	1881133	871973	435617	937323	78506	620066	1217599	816400	1946891	2866710	1142731	2785916	12405	545030	351103	470009	456865	2725499	776643	1995015	2407183	360012	390667	1347742	146890	154861	2573706	207134	897131	143216	290689	136548	869905	1428786	917460	1900370	227947	375222	534597	481196	916157	1051628	880241	866455	292817	3639433	121725	495148	113769	515038	94856	5962645	648483	1102029	444444	894898	102507	322287	1756489	1402891	415885	126153	261063	400063	318565	370633	542637	409153	261603	316362	166958	1359	4470	239293	272178	963438	31084	181971	37082	537091	222872	20233	425185	119210	7017	492481	668419	938868	757	2522	850	9205	0	Metabolism; Biosynthesis of Other Secondary Metabolites
Cancers	121226	19545	37012	18714	48772	134033	45206	21326	41245	4818	31261	45928	31910	20900	48749	132564	19690	100613	184346	285907	268877	94011	236321	43191	4321	80872	71420	69444	65017	39713	616515	3764	139051	366035	560529	54329	12809	112826	24250	94169	46058	204596	134178	50192	161748	26908	136873	53156	222821	10965	28407	39947	64377	38776	64535	49030	76258	155718	17558	30726	30466	59516	34137	35551	23003	33498	124787	98687	523598	196723	42946	66371	48344	120102	544825	1180942	34721	27511	499649	4436688	160848	23000	34829	57330	43770	37847	174655	393007	84586	434017	10717	245753	105582	78429	37552	78352	287138	77478	55803	150851	125030	77862	32959	145248	91486	75443	96208	242087	114912	55905	508998	38388	8894	50128	38461	35313	33827	66082	70353	21085	36593	68665	162675	39909	89431	48203	68720	355474	180488	92335	58366	29942	134130	100197	69006	42241	53762	130020	9200	41835	22323	15027	259117	87930	82690	964095	141905	331578	163883	44381	40233	98848	195304	198013	71807	9430	9617	330522	16023	49869	15229	75099	94932	99406	132764	8471	7779	9925	10412	29175	9647	721205	48868	68089	775621	37850	43296	98599	145600	51611	85699	59174	251155	556556	41008	42798	162793	103434	33921	144799	70852	151567	99026	95895	23509	11191	196540	50402	820000	6386	95366	210510	96774	59330	173080	310871	64392	199532	62555	41779	26494	78577	218728	273874	82560	96911	62191	92732	93191	509230	98655	155401	115497	208993	81014	151625	33650	121064	40637	284002	189779	290018	140561	51642	188797	29321	32180	62794	28328	13918	25513	12752	45657	11862	16295	49781	41523	18142	1540874	48197	337540	283033	147449	102278	64698	88264	10855	20035	344506	295178	134571	31770	123466	37476	172973	120795	52275	2916	309029	125310	19564	134562	1847458	280284	272314	47219	65468	53451	33122	13468	70700	21168	87630	21114	29876	12403	65157	528088	84196	64995	18141	60141	22943	31993	23101	33041	8896	584091	50344	41144	20225	85866	43840	95581	43958	2707	25674	28452	135567	31157	35333	123646	25101	22012	348627	15029	61728	36629	33618	50074	62302	40299	186473	21238	196922	71890	46037	36202	52620	71149	81775	58545	83847	1064484	71805	49700	47505	414804	190058	67582	207553	58706	3709	29156	132168	306656	235231	12824	4214	240170	11326	55592	60184	485144	68420	90832	29022	117054	129061	42630	13761	33058	85014	78559	18650	110757	38880	41072	51123	689717	24016	92735	277295	32513	28050	107007	159287	522821	70147	671270	7653	687207	98518	25148	44724	96221	81	56401	348764	324734	287659	408527	362323	17350	196703	72545	269347	213519	26173	25137	74025	29065	79851	1145	100729	279789	2556	87622	44660	20782	297869	338996	199872	1630	15263	32708	32797	464498	142932	148074	46114	49812	223146	121249	6222	22610	44137	53714	37828	114200	27971	56431	7996	108422	49353	13772	15925	67106	226561	102679	13705	561791	890871	13391	68132	1325246	227355	154229	272797	15959	57652	69863	614	26394	84700	42405	12353	98909	17499	152051	182579	27575	18108	33407	32532	77063	475330	21670	114362	126865	13627	47473	18326	220279	220780	13567	21731	68269	322796	47499	160006	254499	487113	26970	364865	21449	14207	6078	382025	105905	57523	473812	51232	69375	343706	3877	65501	13708	24945	128970	54177	68020	25674	54396	33549	31867	68547	96511	32020	26464	26526	13973	22101	7398	51105	73105	4530	444051	52572	113655	77585	36226	193192	80019	113972	38566	26474	95662	58379	76620	129231	478195	1181417	197241	591027	45650	121677	293326	95818	281367	146239	89352	107176	7234	114017	204418	153430	357095	539959	285071	520181	1975	86720	61753	73531	77229	274051	47150	352718	475944	25062	55357	260710	23464	13902	474671	44997	167184	5829	55692	25467	215002	303388	182673	284703	28437	90469	110312	106936	164570	211335	148557	261430	44783	725374	25242	86893	18460	87568	26218	1160725	136128	228442	87486	101994	19289	38365	339473	126498	62211	21273	49271	62250	97758	18563	128677	95607	48785	56338	43996	44	885	35433	18415	194783	4788	27938	5620	85907	33534	3270	73033	17875	1030	83270	133089	191985	41	445	8	1429	0	Human Diseases; Cancers
