OTU ID	M50420.ARR.0148.1	M51210.BMK.0088.1	B51121.STL.0057.1	M51160.BMK.0331.5	M51200.BMK.0134.6	M50580.ARK.0029.1	M51160.BMK.0317.1	B51411.STL.0018.3	M50230.ARR.0138.1	M50290.ARR.0176.1	M50400.ARR.0151.1	M50460.ARR.0146.5	M50150.ARL.0133.2	M50510.ARR.0005.1	M50240.ARR.0197.1	M50510.ARR.0075.5	M50990.ARR.0007.1	M50660.BMR.0118.4	M50770.ARK.0010.1	M50770.ARK.0017.4	M50770.BMK.0024.5	M50540.ARK.0098.1	M51270.BMK.0099.8	M51580.BMK.0005.2	M50600.ARR.0040.1	DC90227Y.01	M50410.ARR.0178.2	M50240.BMR.0197.1	M50410.ARR.0198.3	B51051.STL.0008.1	B50991.STL.0007.1	B50511.STL.0005.1	M50360.ARR.0029.1	M50750.ARR.0008.1	M50460.BMK.0075.4	M50640.ARR.0040.1	B50541.STL.0709.4	B50151.STL.0800.4	B50661.STL.0684.5	M50590.ARK.0074.1	M50620.ARK.0026.1	B50541.STL.0098.1	M50420.BMK.0238.3	M51010.BMR.0057.6	M50660.BMR.0103.3	M50400.ARR.0208.2	M50280.ARR.0121.1	M50460.ARR.0075.4	KG8017VX.01	M50420.BMR.0148.1	M50330.BMR.0122.2	M50420.ARR.0161.2	M50190.BMR.0209.6	M50460.ARR.0055.2	M50380.BMR.0006.1	M50330.ARR.0041.1	M50420.ARR.0238.3	M50330.ARR.0122.2	M51000.ARR.0022.2	M50830.ARL.0028.1	M50660.ARR.0118.4	M50720.ARR.0030.1	B51391.STL.0003.2	M51220.BMK.0166.7	B51321.STL.0002.1	M51230.BMK.0234.7	M51050.BMK.0035.2	M51230.BMK.0171.6	M51360.BMK.0003.3	M51450.BMK.0007.2	AG8017VZ.01	EG8017TT.01	M51510.BMK.0002.2	KG8017XG.01	B51651.STL.0005.1	B51741.STL.0007.2	M51580.BMK.0019.5	B51581.STL.0048.2	PosMilk.072214	PosStool.072214	M51670.BMK.0004.2	M51740.BMK.0006.1	M50440.ARR.0016.1	M51760.BMK.0151.1	M50360.BMR.0120.2	PSP.031414	M51440.BMR.0011.3	M51240.BMK.0115.3	M50580.BMR.0029.1	M50260.ARR.0025.1	M50410.BMR.0126.1	M50260.BMR.0025.1	M50400.BMR.0208.2	M50220.ARR.0105.1	M50410.BMR.0198.3	M50490.ARR.0012.1	M50490.BMK.0012.1	M50510.BMR.0012.2	B50151.STL.0133.2	M50230.BMR.0138.1	M50270.ARR.0020.1	M50280.BML.0121.1	M50330.ARL.0135.3	M50390.ARR.0123.2	M50410.ARR.0126.1	M50510.ARR.0012.2	M50510.ARR.0033.4	M50510.BMR.0033.4	M50510.BMR.0075.5	B50741.STL.0005.1	B50811.STL.0009.1	B51001.STL.0006.1	B51011.STL.0007.1	B51041.STL.0007.1	M50840.ARR.0009.1	B50971.STL.0004.1	M50750.BML.0009.1	MoBio.Blank.R5L3	M50840.BMR.0009.1	M50970.ARR.0004.1	M51000.ARR.0006.1	M51000.BMR.0006.1	M51010.BMR.0007.1	M51040.ARR.0007.1	M51040.BMR.0007.1	M51050.ARR.0008.1	Pos.Milk.R6L4	B50811.STL.0015.2	B50961.STL.0013.1	B51021.STL.0020.1	M50660.BMR.0096.2	M50720.BMR.0030.1	M50740.ARK.0005.1	M50830.BMR.0028.1	M50850.ARK.0031.1	M50960.ARK.0013.1	M50980.ARK.0015.1	M50990.BML.0007.1	M50850.ARR.0064.2	M50810.ARK.0015.2	B50851.STL.0031.1	M50900.ARK.0027.1	M50860.ARK.0003.1	B51001.STL.0022.2	M50970.BMR.0004.1	B50771.STL.0014.4	M51000.BMR.0022.2	M50270.BMK.0020.1	Pos.BMK.A.R8L6	Pos.BMK.B.R8L6	Pos.BMK.C.R8L6	M50390.BMK.0123.2	M51030.BMK.0103.1	M51010.ARK.0007.1	B51091.STL.0008.2	M51020.ARR.0020.1	M50750.BMK.0008.1	B51011.STL.0057.6	M51020.BMR.0020.1	M50660.BMK.0087.1	MoBioSw.Blank.R7L5	M51120.BMK.0073.5	Pos.Milk.D	Pos.Milk.E	Pos.Milk.F	B51271.STL.0008.2	B51291.STL.0012.5	B51311.STL.0002.1	B51361.STL.0002.2	B51371.STL.0015.2	B51411.STL.0002.1	B51441.STL.0010.2	B51421.STL.0006.2	B51391.STL.0009.4	B51441.STL.0011.3	B51211.STL.0104.5	MoBioUV	B51261.STL.0007.3	B51271.STL.0002.1	B51441.STL.0003.1	M51240.BMK.0202.7	M51260.BMK.0006.2	M51280.BMK.0010.1	M51290.BMK.0005.2	M51290.BMK.0008.4	M51290.BMK.0012.5	M51290.BMK.0018.6	M51330.BMK.0007.3	M51360.BMK.0015.4	M51410.BMK.0018.3	M51420.BMK.0006.2	PosMilk.022514	PosMilk.022714	PosMilk.022814	B51281.STL.0010.1	B51291.STL.0008.4	B51301.STL.0002.1	B51401.STL.0002.1	B51441.STL.0026.5	B51461.STL.0005.3	M51260.BMK.0104.7	M51270.BMK.0008.2	M51290.BMK.0032.7	B51281.STL.0100.6	B51421.STL.0007.3	M51280.BMK.0100.6	M51370.BMK.0015.2	B51351.STL.0001.1	M51240.BMK.0125.5	B51261.STL.0104.7	M51330.BMK.0013.4	M51420.BMK.0007.3	B51421.STL.0040.7	M51370.BMK.0058.5	M51390.BMK.0009.4	M51400.BMK.0004.2	M51400.BMK.0005.3	M51410.BMK.0045.6	M51420.BMK.0040.7	M51420.BMR.0033.6	M51440.BMK.0010.2	M51440.BMK.0026.5	PosMilk.031214	PosMilk.031314	AG8017Z5.01	B51281.STL.0025.4	B51511.STL.0020.6	B51541.STL.0006.2	B51541.STL.0021.6	B51551.STL.0014.2	B51551.STL.0030.6	B51581.STL.0019.5	B51591.STL.0005.1	BC9023G2.01	BG8017V8.01	CC9023G6.01	CG8017Z7.01	DG8017VS.01	EG8017Z3.01	AG8017WC.01	AG8017W3.01	M51540.BMK.0006.2	M51540.BMK.0021.6	M51550.BMK.0014.2	M51590.BMK.0005.1	PosMilk.072314	B51201.STL.0043.1	B51201.STL.0058.4	B51601.STL.0018.5	B51641.STL.0005.1	B51671.STL.0004.2	B51691.STL.0004.2	B51761.STL.0151.1	M51200.BMK.0058.4	M51370.BMK.0030.4	M51410.BMK.0031.5	M51550.BMK.0030.6	M51460.BMK.0018.6	B51681.STL.0007.2	B51651.STL.0027.5	M50950.BMK.0050.3	M51640.BMK.0020.4	M51650.BMK.0027.5	M51670.BMK.0013.4	M51680.BMK.0007.2	PosMilk.080514	PosMilk.080614	B50121.STL.0272.2	B50171.BML.0264.1	B50441.STL.0016.1	B50471.STL.0098.4	B50171.STL.0264.1	PosStool.080514	B50381.STL.0006.1	B50391.STL.0065.1	BC9023GB.01	Blank.072214	M50100.BML.0271.2	M50390.BMR.0158.4	M50470.BMK.0014.3	M50640.BMR.0040.1	M51460.BMK.0101.8	M51630.BMK.0093.1	M51650.BMK.0005.1	M51690.BMK.0004.2	M51700.BMK.0008.2	M51740.BMK.0020.5	PosMilk.091814	M50360.ARR.0120.2	M50460.BML.0049.1	M51510.BMK.0020.6	M50650.BMR.0107.2	M50390.BMR.0065.1	M51690.BMK.0037.5	M50620.BMR.0026.1	M51200.BMK.0043.1	M50190.BMR.0051.3	M50360.BMR.0029.1	M50470.ARR.0014.3	M50470.BMR.0008.1	M50470.BMR.0098.4	M50540.BML.0098.1	M50570.ARR.0030.1	M50590.BMR.0074.1	M50650.ARR.0107.2	CC90227C.01	DC902282.01	FC902284.01	FC90228N.01	GC90228G.01	GC90228J.01	Pos.Milk.11.0434	DC90228L.01	GC902280.01	AC902288.01	GC90226L.01	CC90227W.01	MoBio.11.0434	B50651.STL.0697.4	AG8017WM.01	M51360.BMK.0002.2	B51231.STL.0144.1	MoBio.022814	AC90227T.01	M50410.BMR.0178.2	DC9023G8.01	EG8017ZC.01	GG8017Z9.01	HC9023GD.01	JC9023GG.01	B51461.STL.0101.8	M51640.BMK.0005.1	B50101.STL.0273.3	B50191.STL.0051.3	DC902260.01	HC90226Z.01	B50461.STL.0075.4	B50831.STL.0028.1	B50551.STL.0022.1	B51011.STL.0036.2	B51371.STL.0058.5	B51411.STL.0031.5	B50621.STL.0026.1	DC902275.01	MoBio.022514	MoBio.022714	B50251.STL.0036.1	B50661.STL.0096.2	B50661.STL.0118.4	B50771.STL.0137.6	B50661.STL.0103.3	B51211.STL.0096.4	B51231.STL.0158.5	M51210.BMK.0104.5	CG8017TY.01	EG8017VV.01	EG8017WK.01	B51461.STL.0018.6	M51220.BMK.0078.1	M50650.BMK.0094.1	AC902277.01	FC90227F.01	FC90227P.01	GC90227H.01	JC902279.01	M50600.BMR.0040.1	B50661.STL.0087.1	B50231.STL.0138.1	B50241.STL.0197.1	B50261.STL.0025.1	B50291.STL.0176.1	B50331.STL.0122.2	B50331.STL.0135.3	B50401.STL.0151.1	B50411.STL.0126.1	B50421.STL.0148.1	B50421.STL.0161.2	M50420.BMR.0161.2	B50421.STL.0238.3	B50491.STL.0012.1	M50250.ARR.0036.1	M50330.BMR.0135.3	B50271.STL.0020.1	B50401.STL.0208.2	B50411.STL.0178.2	B50461.STL.0146.5	M50090.BMR.0086.1	PSP.Blank.R4L2	M50480.BMK.0131.2	M50220.BMR.0105.1	M50150.BMR.0133.2	M50390.ARR.0065.1	B50721.STL.0030.1	B50851.STL.0064.2	B50871.STL.0031.1	B50981.STL.0015.1	B50901.STL.0027.1	M50980.BMR.0015.1	B50191.STL.0209.4	B50221.STL.0105.1	B50391.STL.0123.2	B50411.STL.0198.3	B50511.STL.0075.5	B50651.STL.0107.2	B50721.STL.0060.2	B50771.STL.0024.5	B50831.STL.0057.2	B51021.STL.0033.2	B51031.STL.0117.2	B51031.STL.0145.6	B51061.STL.0013.1	B51061.STL.0021.2	PSP.Blank.R8L6	B51051.STL.0049.6	B51081.STL.0050.1	B51081.STL.0056.3	B51121.STL.0073.5	B51141.STL.0005.1	B51141.STL.0012.3	B51141.STL.0028.6	B51161.STL.0317.1	B51161.STL.0331.5	M50890.BMK.0164.1	M51120.BMK.0057.1	B51241.STL.0115.3	B51241.STL.0125.5	B51331.STL.0007.3	B51331.STL.0021.5	B51341.STL.0002.1	B51371.STL.0002.1	B51381.STL.0001.1	PSPBlank.L6	B51271.STL.0016.5	M51230.BMK.0144.1	B51211.STL.0088.1	B51221.STL.0166.7	B51241.STL.0201.7	B51291.STL.0032.7	B51391.STL.0001.1	B51411.STL.0045.6	B51421.STL.0033.6	B51451.STL.0007.2	B51451.STL.0016.3	B51461.STL.0004.2	M51330.BMK.0021.5	M51270.BMK.0016.5	M51450.BMK.0016.3	AC9023FR.01	AG8017V6.01	B50711.STL.0077.2	B50951.STL.0063.7	B51141.STL.0019.5	B51221.STL.0078.1	BG8017TM.01	BG8017TW.01	BG8017W5.01	DG8017W7.01	DG8017Y2.01	DG8017YB.01	EG8017V2.01	EG8017W1.01	EG8017Y6.01	FG8017W9.01	FG8017Y4.01	FG8017YD.01	GG8017TP.01	GG8017Y0.01	GG8017YG.01	HC9023G4.01	HG8017TR.01	HG8017WF.01	JC9023FW.01	JC9023G0.01	FG8017V0.01	EG8017VB.01	JC9023GJ.01	JG8017WH.01	KC9023FY.01	B51671.STL.0013.4	JG8017ZF.01	M50950.BMK.0063.7	KG8017V4.01	M51600.BMK.0018.6	M51590.BMK.0021.4	B50091.STL.0129.2	B50141.STL.0239.1	B50151.STL.0097.1	B50151.STL.0144.3	B50161.STL.0098.1	B50361.STL.0120.2	B50461.STL.0049.1	B50471.STL.0014.3	B50561.STL.0029.1	B50571.STL.0030.1	PosStool.080614	B50591.STL.0074.1	B50601.STL.0040.1	B50631.STL.0078.1	B51371.STL.0030.4	M50440.BML.0017.2	PosMilk.082914A	B50361.STL.0029.1	B50391.STL.0158.2	B50541.STL.0125.3	B50651.STL.0094.1	B51632.STL.0093.1	B51601.STL.0003.1	SG.Blank	CC902264.01	CC90226D.01	CC90226X.01	CC902273.01	CC90227M.01	DC90226G.01	DC90226J.01	FC90226S.01	GC902262.01	GC90226B.01	GC90226V.01	HC902266.01	JC902268.01	M50630.BMR.0078.1	DC90228B.01	M51020.BML.0083.6	QiagenColUV	M50400.BMR.0151.1	M50540.BML.0125.3	SG.MoBio	B50511.STL.0033.4	M51010.BMK.0036.2	B50441.STL.0028.3	B50611.STL.0041.1	B50771.STL.0010.1	M50960.BMR.0013.1	B50861.STL.0003.1	M50900.BMR.0027.1	M50810.BMR.0015.2	B50751.STL.0009.2	M50770.BMK.0013.3	M50550.ARL.0022.1	M51030.BMK.0116.2	M50830.BMK.0057.2	B51051.STL.0035.2	B51361.STL.0003.3	M51020.BMR.0055.3	M51140.BMK.0005.1	M51050.BMK.0049.6	M51080.BMR.0056.2	M51080.BMK.0050.1	M51220.BMK.0106.6	M51230.BMK.0158.5	B51291.STL.0001.1	PSP.022612	PSP.030314	PSP.030414	M51240.BMK.0139.6	B51701.STL.0022.5	B50301.STL.0017.1	B50581.STL.0029.1	B50471.STL.0008.1	M50300.ARR.0017.1	M51600.BMK.0003.1	PosSTL.091814	M50300.BMR.0017.1	M50440.BMR.0028.3	B50641.STL.0040.1	M50560.BMR.0029.1	M50570.BMR.0030.1	BC902271.01	GC90227R.01	PSP2.11.0434	FC90228D.01	EC902286.01	CC90226N.01	B51691.STL.0018.4	B51691.STL.0037.5	M50330.BMR.0041.1	M50870.BMR.0031.1	M50460.BMK.0146.5	M50720.BMK.0060.2	M50810.BMR.0009.1	M51020.BMK.0033.2	MoBio.031214	Blank.082914	B50751.STL.0008.1	M50770.BMR.0017.4	M50890.BMK.0172.2	MoBio.Blank.R8L6	MoBioNoUV	M51420.BMK.0013.4	B50281.STL.0121.1	M50290.BMR.0176.1	M50850.BMR.0031.1	M50150.BMK.0144.3	GC9023FT.01	PSP.031714	M51460.BMK.0004.2	PosStool.072314	B51641.STL.0020.4	M51740.BMK.0007.2	M50440.BMR.0016.1	M50510.BMR.0005.1	M51580.BMK.0048.6	MoBio.031314	B51591.STL.0021.4	M50740.BMR.0005.1	M50770.BMR.0010.1	DC90226Q.01	M50250.BMR.0036.1	M50090.BML.0129.2	M50400.BMR.0241.3	M50660.ARR.0096.2	B50841.STL.0009.1	M50810.ARR.0009.1	M50860.BMR.0003.1	Blank.072314	Blank.072214A	Blank.080614	M51690.BMK.0018.4	Blank.082914A	Blank.091814	M51050.BMR.0008.1	MoBio.Bla.sw.R6L4	Blank.080514	PosMilk.082914	M50850.BMR.0064.2	M51030.BMK.0145.6	M50090.ARR.0086.1	M50380.BMR.0066.2	M50400.ARR.0241.3	Blank.080614A	B50461.STL.0709.6	KEGG_Pathways
Cellular Processes	1319019	707663	803361	603463	888740	3234833	761479	1352370	576514	587108	1233110	1151136	1347498	967154	1716743	3985481	727383	3753730	4271575	6963172	8266065	2067612	3902477	449059	462961	2125984	1155080	2730828	1404555	2515338	20746206	343197	2997242	8513783	7809130	560137	184010	2510586	809660	1611883	1913677	7480787	2960018	1620288	6952186	1054128	2067805	646610	7425989	330457	894201	532869	2553723	699285	1461645	1493407	1118434	5136583	902108	649929	840455	947663	785506	988015	268052	1096505	2564256	2206763	8538254	3952639	1460659	1134254	1040453	3859354	14174184	40754036	841467	1294914	11985711	151312186	2640986	573302	710499	2373086	1184904	767851	3139316	12318135	1916316	13111432	1081444	8598789	3052431	1159885	994634	1013924	4833500	1352323	2696738	4348905	1362602	1857012	1164121	2031228	1728023	705538	940212	6014203	4241796	583462	17002357	1369472	172499	644812	747430	566943	1161985	1934928	2144934	738965	424823	1394197	3646813	968322	2026242	1563009	1613959	12326387	6002561	919861	2146184	915948	3195763	1364556	1567738	1051677	1054570	2540836	465695	1089077	1093796	414436	6388733	2107366	1413387	32666813	3355122	11138550	4246987	1048600	1017792	2468325	5037698	5197851	2265947	542206	563634	11360913	571032	1285775	543807	1652622	2224787	2373944	3090257	1090101	1437959	98506	123899	949528	1142451	23732784	255060	3538204	25086762	2891088	1251667	4026391	3274526	1127148	1955108	1198885	7649628	18538092	535214	590052	4871432	2100641	1038392	2255162	1261608	3570103	2320055	2258255	2239377	2264618	4255117	275185	25909737	96376	1484001	4553812	1491937	2661265	796308	9711768	1101542	4626232	2265347	3733591	468827	1632465	10046031	4459020	1506894	1182459	1058267	1889188	1679369	7474895	2089010	2691977	2647514	4791767	2839243	6166962	817989	2012681	1046670	9224445	6670941	9723209	4908338	1999857	4675145	411456	960641	2000971	509211	1149807	1294408	908498	1654959	365333	368432	1121386	1835952	1043595	51315827	578212	4477234	7313929	8918938	1836168	1609786	2101173	481497	696987	7847057	9958684	2799247	1795625	2232211	1264897	4582522	3453306	1503273	1007629	7710466	3683670	1038148	2584787	62807647	8877831	9855750	1786994	2258501	1155777	675845	614602	1296093	577481	3065136	595368	1148147	389610	1457271	12626498	1033160	1321784	466733	1304498	527245	944221	849919	1134067	409299	19791765	531668	1624659	839253	1828638	519067	1911802	458713	147261	602023	626219	2779009	559711	594885	2894570	841370	830116	8432575	204246	1525042	934372	880201	3878562	967898	1384132	2891637	747871	6199984	2394144	1609706	1476815	2143759	2801090	1716101	2354079	1923589	42374993	1602038	1159110	1152227	14240233	7165269	2327030	8352275	2315321	675570	1832855	2415675	4660560	6804572	297136	683161	4579714	542119	2114313	1588490	15654713	1483924	2974522	1592533	4081856	3393085	1267794	971199	725314	2006488	1854522	966852	2614725	1067763	1743084	2769070	23831078	1145794	2695972	7322969	897171	883587	1134898	2622263	15105821	846530	20498681	847247	23411649	2550412	1512618	3004443	2279787	2837	1423338	13205361	9447474	11752406	12769440	11937590	998199	6279181	733179	9046997	5028919	1809992	1113234	1819470	1280631	1645300	743380	3784509	9489327	181629	1510326	848655	1441773	9706910	8851961	5171322	461611	563348	1245428	563264	15086535	4206970	3164998	1891223	2260575	7119418	3173181	1305028	1627049	1539460	1419697	1449420	1231113	503356	1445461	955386	3656950	2236810	1731372	1967623	2044476	4492319	3321763	2877210	18647389	30082458	130427	1134109	44930469	3572477	5326953	7891511	655571	943677	1911265	731301	910883	2205481	1842653	873555	3224144	542411	4353999	5824608	1003082	1138034	1361272	770366	1488620	5904174	727052	2285298	3051643	986839	2365718	911296	6979674	6636244	595734	1308546	2981629	6395105	1279845	4072472	7642903	16158091	737166	12548870	1190225	827871	466921	12926373	1308494	973856	15872016	2044113	2714625	12341104	471692	2466072	3153223	1372528	4506790	2112809	772898	574771	2217917	1675866	758091	2436247	2537265	1133186	1099074	400145	1372210	309702	351584	1945548	1889357	116571	16104893	1657761	5009351	3265386	1163329	4393421	2521287	4330271	806360	909977	4043085	1907729	2025953	4638787	15784397	39394860	4808254	20105291	1378075	2844521	9963302	1674980	10915235	4756041	1916828	4191984	110457	2560181	4704296	3784771	9786744	15702242	5622256	16044413	45199	1735387	1295785	1549977	2309664	10760550	2593164	12275878	16083133	729413	2111034	8871213	545546	527022	16117942	818771	5638627	630347	1480446	512846	5323955	7956873	6187769	11822294	1307238	1864683	2793261	2669662	4516833	6208309	4001995	4175182	1852219	24647728	564005	2462891	702438	3191581	425104	39354801	2786159	5749458	3521583	3981012	466801	1044403	11536436	4996169	2669650	830850	1563282	2491025	1515849	1609031	3010257	2256361	1601855	1283616	718277	2018	29396	995002	858732	5228966	170487	1091655	231586	3358756	1429912	124657	2393020	767183	40914	3012866	3423719	5987279	1357	15419	1556	50416	0	Cellular Processes
Environmental Information Processing	22757696	8712543	5692630	2697778	10401152	14860620	3832909	13876616	9532300	9472663	17231733	17513895	17771316	15416635	23353258	19347052	8875639	12461601	12205428	24963629	44518536	17579431	24016252	7438098	7434757	7121898	12601610	17509907	14751907	17068771	113108067	3603982	24958063	42834113	27365870	10225925	771782	14646029	3464934	14373695	23887805	38753403	12660532	10923081	21798885	14869278	24548501	10399402	26790776	2612632	11692862	7944950	13730136	10855226	4520561	19424317	15727532	29013088	11790339	7417465	10793429	10063186	6567838	9854899	1366647	14971927	11051303	13932159	42810103	19977155	7819509	7843843	6659801	28972297	89559633	226340992	6311571	8240494	61110413	817773065	16831385	6782461	10933894	9357654	8097744	3139118	13350035	66461773	10351093	78116931	14041629	45526605	11465978	14186569	7077780	14585675	23715170	12098915	17680900	20889340	21100390	15906511	14483004	22044393	20002438	13584594	16679159	27237296	17071104	9199300	94144905	11072765	1248841	10372576	8767343	4460790	9652154	7473549	9472224	8672490	7362845	9620534	14454637	10118263	11216029	11321327	8345371	69221698	34192872	4814438	8777032	4620663	8876813	12652746	10439124	4853744	5938833	11141469	4930346	5019659	10828203	1992664	18607654	14619220	6987902	175564579	14634005	59752231	20291779	5405619	5003975	16258310	15607235	15480128	17636402	6364775	7005832	63021014	3728848	6834954	2259873	6736602	11627933	12280469	16428889	12221833	15961928	1736433	791665	7799114	9036222	131141320	4347524	28745772	141407313	27139871	4311624	25476476	14945685	5942363	7760338	13348919	41671723	101046419	7772345	8485423	28913975	9364720	3537267	10207495	8336470	18399234	10912676	10850320	24077948	25006606	17584466	4549669	149202689	1270357	14224097	24013380	9776154	21496526	13361210	47014506	5785175	18282214	17827311	31805918	3339903	6193797	68952844	26252969	21320295	8923980	8728816	9768509	10796523	25470885	20342055	17516182	13205873	22911978	10717423	46476100	9391514	32797481	10507168	51755867	39815670	53106273	28797215	13931287	19789003	5036354	6252172	10631919	6515718	10432135	4885931	15279445	9050859	4560572	5592257	6269877	11023699	8384593	288436423	7158183	32661482	35813829	39428598	12020812	13757108	9108893	5519839	6221041	51116632	53815597	12799938	23728841	8546527	5648590	27000536	17200246	16868275	7324268	31391064	20864411	10786289	15024027	338650468	48602890	57770647	7653869	12243226	7374340	4634575	7452420	8672890	6673272	12075672	4798568	7123571	4854053	8309811	64980848	16549299	8495737	6681944	5764045	2223126	5392389	6022241	4793102	4832416	106472114	9901925	4413966	8632255	8038521	9234128	8910114	8360217	2139292	6179825	4289205	8847393	7475810	6268594	14890223	4831462	6853278	25156477	2737177	4698578	3719690	3741866	17655056	2928905	10428911	13001961	4077054	24116056	9791181	6497430	5824655	8435460	10830503	8565425	9552959	12919681	236788712	4293856	3165749	10678201	77906097	41474219	13104256	50823136	15304931	7489278	15556412	10389558	21093428	39269690	2323339	6856432	25621385	5081125	17038842	8854629	74171930	8993836	11305170	11141658	25055870	17403872	5754642	9201886	5892105	6084769	14616504	8053566	12905495	8447276	12768548	21540369	132936212	12516138	15744795	44390638	4991244	8282378	7927154	18239491	79881391	4475831	116711052	14047842	104841496	15291114	11668432	25271213	20406177	22101	5641985	38856248	41278585	47306258	41529525	64087814	11087876	33084051	3955323	48916915	24509807	12501019	8624270	11994794	11431771	11987042	7904747	21662259	51013085	1609303	7347289	4775229	12794900	53330293	59564314	34616741	4789181	2477362	5895098	3841804	81275181	22460609	22629103	12147762	16797082	37298296	12815220	12219163	13522648	8336454	7932975	12626450	5994084	2554241	9645862	9200825	23643495	22118347	17904879	20224364	19401760	18961447	18625740	26478602	101933005	163120323	1744830	5426140	241223729	18591536	28589975	38127314	4302016	7176888	9690161	7865134	3348512	13798732	11943588	5573283	16894518	3385766	19704055	20465428	4799649	8333956	6317059	5447453	10146993	30254644	6893713	16911463	18351152	8165492	13374943	7092665	37363305	30904502	4974821	9359739	19848933	47155060	11274916	19173950	35638611	82785250	3944411	67213404	5507007	6135721	3849496	69850653	6543434	8044853	86559698	13456518	14115651	59100407	4679640	16652053	32083450	12707088	12569451	8438733	3746874	6761197	14854621	12939749	3731571	9655017	13621536	5877406	10519711	2590161	12177194	1566989	3400267	9585785	10551138	640960	83701698	8462184	22905810	15256558	5884038	13696384	10456656	13483077	3428488	5484161	11408980	14345040	7373791	28066647	86230510	215390259	16526586	108194638	5582212	12773219	53459889	8311108	30920716	18985937	8869405	25757976	958699	12159575	21055982	17740351	44856403	79040474	21762224	85709549	202376	7549132	5031891	6971974	15155567	65463335	19469525	67755095	87282871	9961783	9303300	47780189	3816501	4030027	88851791	4093416	30342478	2512039	5205214	2058946	21077292	30436760	33276293	47004544	5220129	6874458	14083986	10457805	16026545	32207166	20004696	18503242	7281759	132339309	2397510	11194905	2637386	10292379	2131820	213064633	12489421	30034470	14168035	22425894	2136829	9615075	62308704	32100395	10615226	2561324	6953229	9951353	6847378	6416897	14858675	11593113	8921855	7540683	3618290	22570	157239	7576455	7001769	26680692	724969	4530174	926049	13292663	5647560	486802	13798560	2734392	176387	11789697	14107567	31032860	22253	82362	24426	219672	0	Environmental Information Processing
