	sequences per sample	iteration	C3.110101	8.031003	2.071703	C11.092001	2.40301	7.051803	7.042002	7.070101	4.020701	7.030803	4.010402	4.011602	4.120403	C14.112902	4.112003	10.120602	2.062501	C11.120501	10.061303	8.111401	3.80403	3.052601	2.021503	8.050603	8.011403	7.112902.06.MC044	3.111301.MC026	7.010201.MC242	3.011101.MC225	C11.112101.MC085	C3.092002.MC079	C3.112902.MC078	C14.110102.MC102	2.051801.MC214	7.021304.MC295	10.100501.MC108	10.110901.MC063	2.081802.MC222	2.110501.MC018	7.100101.MC257	4.052802.MC029	7.081001.MC002	4.041101.MC293	7.111402.MC259	2.022002.06.MC210	3.70501.MC223	8.030605.MC276	8.040303.MC045	4.062101.MC043	8.121401.MC285
alpha_rarefaction_1750_0.txt	1750	0	9.01633	6.7487	8.6935	8.56138	6.87939	5.11242	7.42894	7.04201	6.18701	5.39798	7.60459	7.92497	8.68421	6.49228	7.53605	6.79761	5.80815	6.57214	5.27977	3.45057	5.50127	4.75939	5.23779	6.24335	6.03209	8.81352	7.90517	5.7689	8.99377	13.04128	8.90418	7.04604	7.74888	5.26186	7.58504	6.5086	6.19319	6.73678	7.70348	9.92459	10.00605	7.09801	8.91032	5.29423	6.91604	4.65552	6.68115	6.95646	9.17263	5.00256
alpha_rarefaction_1750_1.txt	1750	1	10.35739	7.45841	8.87255	8.1061	8.24501	5.02608	7.20022	7.72269	6.83239	5.01984	7.07406	7.67596	8.391	7.12998	6.63888	7.66246	5.61797	6.73595	6.01911	4.19817	5.23228	4.76786	5.75566	6.58905	5.45004	8.63822	7.54711	5.55188	8.84065	13.04548	9.76538	6.62011	7.62509	5.11561	7.19659	6.32404	5.77223	7.1851	7.19958	8.8162	10.01697	6.86593	9.59837	6.57045	7.35162	4.90455	6.2885	6.95132	8.6519	5.56099
alpha_rarefaction_1750_2.txt	1750	2	9.55005	7.6761	9.30663	8.00917	7.66034	5.26843	7.32424	7.8255	6.25644	5.23703	8.38478	8.08532	9.425	5.74418	7.46832	7.50882	5.95654	6.80509	5.66403	5.026	5.6035	5.0072	5.47536	6.67136	7.36446	7.84817	8.13896	5.61227	8.70686	12.31031	10.31974	6.51585	8.16439	5.21273	7.35178	5.78645	5.82041	5.80259	7.56315	8.81826	9.85343	7.77575	9.46497	7.92621	6.96616	3.91401	6.91109	6.88363	9.08307	4.1466
alpha_rarefaction_1750_3.txt	1750	3	9.90811	7.06962	8.80576	7.70951	8.61464	5.55085	7.29816	8.04202	6.48105	5.49646	8.33355	7.98388	7.83535	6.20486	6.27204	7.27896	6.07476	6.16971	5.72471	4.11058	5.81013	4.67838	6.06251	6.16727	6.76557	8.14689	7.84755	5.25146	8.67308	12.21991	9.89148	6.72999	8.14447	4.87174	7.73828	5.39549	5.2174	6.14399	7.83257	8.45418	9.92707	6.90343	10.31066	7.26944	6.89301	4.86342	6.83979	6.9062	8.40665	4.6034
alpha_rarefaction_1750_4.txt	1750	4	10.27818	7.60578	8.62581	8.34579	6.99607	6.04758	5.65797	7.9433	6.01956	4.829	8.74956	7.97999	8.70422	6.0694	7.12654	7.42166	6.05346	6.74191	6.52558	4.58099	4.98324	3.87944	5.86274	6.58868	6.3918	8.62427	7.94924	5.49109	8.76865	12.80805	9.36752	6.83893	7.64339	4.78089	7.35463	6.13296	5.97927	6.21648	7.9158	8.78423	10.70536	7.64335	9.83643	7.65499	6.7714	4.52927	6.99146	6.96016	9.16841	5.36159
alpha_rarefaction_1750_5.txt	1750	5	10.29193	7.38323	9.25245	7.97368	7.08642	6.04853	6.97173	8.15825	6.2626	5.47744	7.47402	7.94601	8.78619	5.6273	5.98077	6.43346	5.67273	6.64724	6.33016	4.41596	5.14726	3.80989	5.83065	6.67183	5.39714	9.69698	7.71519	4.94807	8.5802	12.97373	10.04734	7.42071	8.03665	5.40678	7.05147	5.92384	5.83797	6.20744	7.63051	8.49428	10.76228	7.92077	9.42877	7.60687	6.73033	4.67433	6.50126	6.779	9.45117	4.17137
alpha_rarefaction_1750_6.txt	1750	6	10.34488	7.71469	8.89872	8.72514	7.14395	5.31308	7.41901	7.45914	6.69627	5.41436	8.13215	7.99992	8.53737	6.3691	6.28218	6.52466	6.04255	6.4961	5.34009	4.57173	4.83101	4.09542	5.49557	6.54897	5.80005	8.46539	7.63874	4.98664	8.66554	12.22316	9.61707	7.40683	7.55349	5.34243	7.55638	5.83834	6.34569	6.00058	8.0963	8.37816	10.65091	7.05951	9.3863	6.92875	7.09608	4.67879	6.68836	7.08211	8.37017	4.89594
alpha_rarefaction_1750_7.txt	1750	7	10.09983	7.69623	9.17875	7.91689	7.32995	5.67514	6.07629	7.29287	6.17005	5.07537	8.62075	8.1116	8.35009	6.26388	6.56521	7.6769	5.99612	6.47791	5.71111	4.25536	6.04078	4.40693	5.99545	6.41864	5.61276	9.44758	7.73649	5.50378	8.90932	12.19468	10.07832	7.37045	8.48369	5.42899	6.77349	5.62254	6.02369	6.09098	7.77789	7.60174	10.65478	7.38514	10.03364	7.32579	6.61166	3.67676	6.08978	7.18098	8.87256	4.75993
alpha_rarefaction_1750_8.txt	1750	8	9.92692	7.71983	8.72668	8.04674	7.78746	5.81091	6.49271	7.89905	6.47557	4.79339	8.0791	7.90285	9.25984	6.5436	7.29512	7.0062	5.9924	5.87752	5.58559	3.62565	5.55781	4.45983	5.31048	6.9054	4.65343	9.15188	7.95021	5.6763	8.32389	12.56265	9.05303	6.73379	7.64265	5.30587	7.16538	6.27498	6.1632	6.6779	8.04663	9.44843	10.18422	7.41958	9.43816	7.67491	6.55003	4.77883	6.09462	6.89918	9.20418	4.95354
alpha_rarefaction_1750_9.txt	1750	9	9.88644	7.42905	8.96019	8.53467	8.25505	5.47358	7.05866	7.94234	6.40333	4.80292	8.72791	8.13469	8.52643	6.27032	6.82373	7.33325	5.95656	6.61427	6.06318	4.2731	5.43842	4.74974	5.59371	6.77444	5.79385	8.16593	7.75575	5.49005	9.00446	11.80644	9.66618	6.89831	8.04183	5.26648	7.39861	5.94476	6.02933	6.74727	7.31341	9.37741	10.13725	7.55633	10.33579	7.88183	7.72449	4.3178	6.83748	6.85724	7.49657	4.3854
alpha_rarefaction_2330_0.txt	2330	0	10.98333	7.69037	9.53554	7.78892	8.18646	6.34719	7.39742	8.21113	6.67572	5.19473	8.68131	8.00292	8.87749	5.52333	7.89583	7.57217	6.09911	7.1371	5.92186	4.49811	5.66641	4.23937	5.87809	6.31086	6.47931	9.48436	7.55679	6.43715	8.80228	13.62069	10.55944	7.47048	8.40215	5.12153	7.73283	5.88626	6.19017	6.59612	7.66562	9.06801	10.53288	7.95338	10.43886	7.28899	7.3957	4.94657	6.59414	7.1101	9.69088	6.41936
alpha_rarefaction_2330_1.txt	2330	1	10.71839	7.82668	9.041	8.6524	8.42132	5.98073	7.13614	8.41844	6.3559	5.18901	8.48093	8.05647	8.74112	6.30045	7.95688	7.70408	5.77114	6.97253	5.4725	3.66387	5.9295	4.76786	6.12682	6.60433	6.44269	9.46733	8.03205	5.68828	9.00874	12.85205	9.99422	7.72098	8.67773	5.27133	7.27425	6.55547	6.6015	6.61905	7.44048	9.77217	10.95658	7.89622	10.15975	7.27915	7.52407	4.97175	7.08109	7.07333	9.32311	6.31834
alpha_rarefaction_2330_2.txt	2330	2	10.91806	6.92728	9.19802	9.4825	8.57423	6.64881	8.28665	8.38434	6.84185	5.54553	9.29834	8.17688	8.92842	6.35006	7.15683	7.20386	6.10828	6.21239	6.10705	3.92203	5.51804	5.02047	6.23777	6.49946	7.25428	9.00445	8.01911	5.80618	9.26556	12.87165	10.57486	7.47467	7.74756	5.35029	7.9371	6.83654	6.07262	5.84167	8.39259	9.23385	10.65601	7.89529	9.96917	7.69181	7.23912	4.37616	7.13035	6.73234	9.71378	5.26718
alpha_rarefaction_2330_3.txt	2330	3	10.58147	7.80874	9.39226	8.95937	7.26277	5.84086	7.23261	8.0721	7.16496	5.04059	8.79566	8.08626	9.00095	5.71707	7.26032	7.59821	5.96669	6.36978	5.58575	3.70596	5.4863	4.60378	5.78133	6.79375	6.77559	9.57056	8.09029	6.28528	8.27555	13.20337	10.30257	7.35135	8.75858	5.62352	7.41475	6.27926	6.50575	5.99801	7.81235	9.72137	11.37502	8.21192	10.10059	7.69923	8.1041	5.08051	7.30269	7.15233	9.85406	5.76799
alpha_rarefaction_2330_4.txt	2330	4	10.71453	7.80249	8.14814	8.60464	7.49751	6.42986	7.66355	7.4327	7.16379	5.44788	8.80611	8.06334	9.27297	7.13786	6.47494	7.73493	5.99765	7.13726	6.52558	4.67996	5.51504	4.67534	5.73298	6.57203	6.16069	9.35267	8.26558	6.08043	9.22485	13.22416	10.58709	7.65868	8.32962	5.48208	7.4299	6.65528	6.37352	6.85912	7.44114	8.92511	10.59565	8.01619	9.68852	7.21258	7.38338	4.06449	7.13741	6.74088	8.42575	4.75247
alpha_rarefaction_2330_5.txt	2330	5	10.58046	6.89883	8.73561	8.55345	7.74869	5.80352	7.03995	8.08883	7.20327	5.51243	9.28987	8.40943	9.01236	6.5782	7.57905	6.98945	6.12886	6.29526	6.29372	5.66397	4.67425	5.16427	5.83966	6.7389	6.21375	8.76766	8.08532	4.9763	9.21017	13.79817	10.04005	7.39358	7.8908	5.40244	7.47705	6.4553	6.40206	6.79208	7.7153	8.8194	10.40289	7.9447	10.49931	7.39427	7.8111	4.86111	6.99572	6.99476	8.48959	4.91718
