	sequences per sample	iteration	C3.110101	8.031003	2.071703	C11.092001	2.40301	7.051803	7.042002	7.070101	4.020701	7.030803	4.010402	4.011602	4.120403	C14.112902	4.112003	10.120602	2.062501	C11.120501	10.061303	8.111401	3.80403	3.052601	2.021503	8.050603	8.011403	7.112902.06.MC044	3.111301.MC026	7.010201.MC242	3.011101.MC225	C11.112101.MC085	C3.092002.MC079	C3.112902.MC078	C14.110102.MC102	2.051801.MC214	7.021304.MC295	10.100501.MC108	10.110901.MC063	2.081802.MC222	2.110501.MC018	7.100101.MC257	4.052802.MC029	7.081001.MC002	4.041101.MC293	7.111402.MC259	2.022002.06.MC210	3.70501.MC223	8.030605.MC276	8.040303.MC045	4.062101.MC043	8.121401.MC285
alpha_rarefaction_2330_3.txt	2330	3	104.333333333	88.0	84.125	97.3333333333	80.75	50.1666666667	56.0	78.4285714286	88.7142857143	27.5	102.714285714	72.375	103.2	134.0	88.5	82.8571428571	58.1428571429	57.6	29.0	28.0	31.25	29.0	57.0	55.1428571429	42.625	123.6	66.1428571429	34.0	92.25	174.90625	135.111111111	65.125	122.0	57.125	78.1538461538	57.3333333333	66.0	46.1428571429	61.8333333333	118.333333333	142.55	54.0909090909	105.75	48.0	85.3333333333	20.5	47.0	46.75	123.461538462	54.0
alpha_rarefaction_2330_4.txt	2330	4	102.055555556	76.0	70.75	101.0	81.1428571429	43.0	51.6666666667	75.25	79.1538461538	34.2	98.0714285714	74.9090909091	98.8947368421	143.142857143	50.6	76.9090909091	57.2	65.375	32.5	36.0	39.25	28.2	45.1111111111	62.5	41.6	101.625	60.1111111111	91.0	108.0	188.551724138	112.076923077	78.1111111111	109.375	51.75	74.0	40.2	47.8571428571	84.25	63.0	95.9090909091	136.4	59.6	95.6	51.0	70.25	22.0	45.1428571429	45.75	128.545454545	42.25
alpha_rarefaction_2330_5.txt	2330	5	116.071428571	54.6	71.1	94.8333333333	91.625	46.0	51.0	69.3333333333	95.5454545455	43.0	106.0	70.5714285714	103.5	111.909090909	68.0	74.0	88.0	56.1111111111	27.6	34.875	30.0	32.6666666667	55.1666666667	50.0	35.875	97.6	65.1111111111	31.6	115.5	184.076923077	124.833333333	72.125	112.625	59.5	91.0	42.2	46.5454545455	54.0	65.0769230769	115.333333333	144.2	61.2727272727	105.4	48.0	79.6	17.5	56.6	57.0	114.625	49.5
alpha_rarefaction_2330_6.txt	2330	6	114.6	64.0909090909	111.2	104.55	82.3333333333	40.625	55.75	67.0	69.1111111111	30.4285714286	92.1538461538	79.9090909091	105.0	94.1538461538	70.375	70.1666666667	55.0	53.6	40.0	30.3333333333	39.8571428571	30.25	50.1428571429	67.75	36.1428571429	98.2142857143	89.3333333333	48.5	99.0909090909	176.137931034	94.5	65.6	106.090909091	47.0	75.1538461538	29.1428571429	64.0	43.0	73.125	115.0	170.5	53.8125	111.3	48.1666666667	56.6666666667	18.75	65.0	43.5	160.6	64.3333333333
alpha_rarefaction_2330_7.txt	2330	7	102.4375	64.5	77.0	93.5	78.7692307692	53.2	54.6666666667	71.75	78.1	30.0	87.5555555556	74.1	97.1111111111	96.0	61.0	76.1111111111	60.2	54.75	40.0	24.0	37.0	33.25	64.5	61.1666666667	54.3333333333	89.1	49.0909090909	70.2	94.2142857143	183.6	100.4	82.8571428571	119.555555556	65.6666666667	68.2307692308	23.875	54.6666666667	50.3333333333	68.0	170.2	147.666666667	58.8	111.25	51.3333333333	69.0	15.5	45.0	72.5	123.25	49.1666666667
alpha_rarefaction_2330_8.txt	2330	8	106.866666667	65.5	83.1	87.4	73.5454545455	46.1428571429	62.1428571429	72.1428571429	69.7692307692	65.0	103.0	64.0909090909	91.2307692308	102.083333333	54.5	64.2727272727	52.1111111111	53.7692307692	31.75	43.1666666667	37.0	30.5	63.6	54.75	37.25	101.083333333	49.5833333333	62.0	103.0	160.44	122.5	91.6666666667	117.375	49.0	78.1111111111	57.3333333333	53.1428571429	43.1111111111	66.5	120.333333333	154.230769231	60.0	102.833333333	49.0	56.0	19.6666666667	43.6666666667	57.0	95.2142857143	35.1428571429
alpha_rarefaction_2330_9.txt	2330	9	111.214285714	61.875	83.4285714286	101.866666667	66.125	38.0	89.3333333333	60.5	81.5	32.2	87.75	64.5833333333	80.5	100.461538462	66.1111111111	83.25	63.0	50.1	39.5	64.0	42.0	27.6666666667	52.0	68.6666666667	50.0	103.0	55.0909090909	42.1428571429	110.875	184.076923077	126.363636364	69.0	132.111111111	56.0	67.4615384615	44.5	71.0	46.5	106.0	121.076923077	165.375	68.2	106.5	36.5	69.0	31.0	42.6	57.0	105.714285714	46.0
alpha_rarefaction_2910_0.txt	2910	0	112.428571429	61.875	n/a	107.0	76.0	69.0	46.6	71.0	76.2307692308	35.6666666667	95.25	84.5454545455	104.3125	120.111111111	77.1428571429	78.9090909091	63.1666666667	59.0	32.5	33.2	50.1666666667	34.25	57.25	59.1	43.1428571429	99.7142857143	61.5	55.0	106.083333333	181.37037037	97.7692307692	84.4285714286	117.772727273	62.1428571429	89.0	37.0	66.0	54.3333333333	73.2	115.0	135.5	55.4	105.25	49.6	56.6666666667	24.0	47.625	65.3333333333	138.071428571	34.9090909091
alpha_rarefaction_2910_1.txt	2910	1	115.714285714	82.5	n/a	103.5	78.2727272727	48.75	58.375	72.0	92.0	37.0	103.25	91.375	108.25	91.7692307692	69.0	72.5	52.5	64.75	33.2	64.0	48.0	42.0	70.0	67.5	46.0	102.214285714	64.3333333333	36.1428571429	97.25	207.0	111.714285714	73.3333333333	112.866666667	54.1428571429	89.3	38.1111111111	66.1111111111	51.0	84.4285714286	109.333333333	172.375	59.8571428571	98.0	43.0	71.5	21.75	46.0	53.0	119.25	43.1666666667
alpha_rarefaction_2910_2.txt	2910	2	120.0	66.1111111111	n/a	115.666666667	81.4285714286	55.0	57.375	71.3333333333	84.8333333333	51.3333333333	93.7692307692	71.0769230769	119.75	111.083333333	94.0	81.6153846154	60.0	60.8571428571	34.5	30.6666666667	40.0	30.0	51.0	50.4285714286	49.75	93.4375	60.375	37.0	97.1538461538	212.214285714	135.6	76.0	101.0	45.4285714286	74.9090909091	33.4285714286	87.0	50.5	69.0	125.0	151.625	60.0	109.375	72.3333333333	71.7692307692	32.0	45.0	47.0	118.625	51.6
alpha_rarefaction_2910_3.txt	2910	3	116.4	73.1666666667	n/a	102.588235294	79.0	47.0	57.5454545455	74.1428571429	78.5555555556	47.0	104.0	76.5454545455	102.214285714	107.272727273	55.1	87.0	53.0	62.25	33.75	38.75	49.0	29.5	57.4285714286	84.2	43.0	102.3125	59.6666666667	44.75	100.615384615	169.6875	139.111111111	72.0	110.333333333	56.0	93.1111111111	41.2	89.1428571429	48.4285714286	85.1428571429	101.25	151.071428571	65.2727272727	111.461538462	44.625	68.375	18.5	53.2	62.0	94.2173913043	34.3333333333
alpha_rarefaction_2910_4.txt	2910	4	122.333333333	78.0	n/a	93.6875	86.7142857143	48.6666666667	80.6666666667	74.3	104.1	48.0	111.0	81.3636363636	113.363636364	117.375	74.75	61.2142857143	59.75	60.0	34.2	58.3333333333	51.2	26.1428571429	74.0	63.6	43.0	122.545454545	53.5	45.375	109.0	194.272727273	104.571428571	70.5	122.833333333	51.3333333333	100.5	42.375	79.6	64.0	64.0	110.090909091	164.428571429	61.0	123.545454545	47.6	59.3333333333	21.0	54.0	51.6	109.230769231	71.0
alpha_rarefaction_2910_5.txt	2910	5	119.0	65.8	n/a	98.0	70.7142857143	47.1428571429	89.75	100.0	73.0666666667	42.25	100.5	110.75	109.230769231	117.076923077	79.6666666667	77.6	54.625	61.875	30.75	44.6	36.1428571429	29.5	58.1666666667	70.125	43.4285714286	87.0	53.0909090909	44.75	93.9285714286	211.894736842	123.0	86.375	108.5	52.8	83.1538461538	49.1428571429	72.2727272727	51.6	73.9090909091	122.083333333	167.6	63.6666666667	109.769230769	49.0	74.1	18.1666666667	44.6666666667	62.75	156.272727273	50.6
alpha_rarefaction_2910_6.txt	2910	6	117.090909091	66.2	n/a	100.352941176	90.6	40.4285714286	98.0	68.6666666667	89.6666666667	33.4285714286	110.076923077	82.5	114.526315789	101.769230769	87.625	70.1111111111	65.5	60.875	39.0	49.5	32.25	32.0	64.5	61.6	51.75	117.0	65.3636363636	41.25	101.272727273	214.681818182	117.3	64.4615384615	122.909090909	50.6	115.111111111	45.6	70.125	97.5	69.3333333333	135.875	143.5	60.8571428571	100.928571429	55.0	68.0	20.3333333333	66.0	54.2	118.333333333	35.5
alpha_rarefaction_2910_7.txt	2910	7	138.75	68.375	n/a	99.125	88.0769230769	46.0	63.1428571429	67.5	85.8666666667	41.0	104.0	77.0	89.0	88.75	55.5714285714	78.1111111111	60.1111111111	58.0	41.0	40.0	44.2	30.1428571429	59.75	56.25	50.0	118.545454545	59.2727272727	56.6666666667	93.9285714286	186.935483871	109.666666667	72.5	146.352941176	56.375	80.0	30.0	68.1111111111	54.0	78.125	111.25	145.9375	54.5454545455	107.0	40.625	67.5714285714	21.75	49.0	56.0	130.769230769	45.4285714286
alpha_rarefaction_2910_8.txt	2910	8	107.8125	65.6666666667	n/a	124.5	81.0909090909	71.0	51.0	84.5	89.0833333333	55.0	111.111111111	77.75	119.0625	108.3125	82.625	89.0	55.875	60.5	38.0	30.2	41.4285714286	34.6666666667	62.0	56.75	62.0	122.6	55.5	51.125	97.25	184.115384615	128.111111111	70.5833333333	136.333333333	58.125	81.8333333333	29.3636363636	49.5	51.1111111111	84.4615384615	192.2	144.461538462	70.0	102.25	48.25	112.0	22.0	49.6	51.0	144.0	45.0
alpha_rarefaction_2910_9.txt	2910	9	109.866666667	66.6666666667	n/a	126.0	92.1111111111	59.0	69.125	67.5454545455	87.0	36.0	121.8	84.3	84.652173913	90.2	78.6666666667	72.5454545455	51.5	60.5	32.1111111111	57.0	51.2	35.0	77.25	53.0	48.4285714286	92.65	68.3	54.1428571429	97.25	187.533333333	117.0	68.5	116.545454545	52.75	74.1538461538	28.5	61.0	52.875	67.1111111111	117.272727273	144.954545455	59.5	101.214285714	42.5	71.7142857143	19.5	45.0	62.0	109.789473684	41.5
alpha_rarefaction_3490_0.txt	3490	0	196.5	59.6	n/a	105.153846154	82.4375	47.0	79.5	79.0	90.75	52.5	107.230769231	83.3636363636	94.0	127.5	68.2	n/a	58.8571428571	n/a	38.0	30.6	47.0	47.0	60.25	49.6	52.75	103.0	70.0	41.1111111111	n/a	186.454545455	130.333333333	76.1111111111	113.142857143	n/a	74.5	37.5	68.6	52.4285714286	72.125	131.5	149.75	56.6	125.625	62.5	58.5	20.0	49.0	52.6	152.583333333	44.1666666667
alpha_rarefaction_3490_1.txt	3490	1	123.555555556	63.0	n/a	115.076923077	111.0	64.25	122.0	80.4285714286	93.0	35.0	95.5	83.0	157.125	111.772727273	78.0	n/a	58.8571428571	n/a	29.6	26.1111111111	33.5	28.5	59.0	71.0	55.2	101.0	55.0909090909	53.0	n/a	194.7	106.571428571	80.0	123.5	n/a	84.2727272727	53.0	62.6666666667	64.1666666667	82.0	127.5	147.789473684	61.2307692308	117.230769231	60.1666666667	87.0	19.0	45.625	62.75	129.166666667	55.2
alpha_rarefaction_3490_2.txt	3490	2	118.428571429	75.125	n/a	101.176470588	63.6470588235	42.4285714286	83.0	95.0	93.7142857143	43.25	99.6666666667	92.8571428571	114.909090909	109.647058824	67.9090909091	n/a	59.1666666667	n/a	31.0	45.5	57.0	29.2	51.0	58.0	47.1666666667	111.625	64.375	80.75	n/a	217.05	125.272727273	75.6666666667	124.2	n/a	77.75	60.3333333333	62.1666666667	53.1666666667	133.0	117.111111111	162.076923077	57.0	113.0	56.2	77.4615384615	18.0	47.5	58.0	127.066666667	46.1666666667
alpha_rarefaction_3490_3.txt	3490	3	133.5	58.7692307692	n/a	103.176470588	89.0	46.0	71.8571428571	69.375	83.6666666667	44.1666666667	112.428571429	83.0	104.117647059	112.076923077	68.3	n/a	57.875	n/a	37.25	37.0	49.3333333333	33.0	64.0	59.3333333333	53.0	112.375	56.4615384615	34.1	n/a	210.125	137.625	69.5833333333	125.352941176	n/a	102.333333333	57.0	65.9090909091	48.3333333333	92.25	114.1	148.285714286	67.375	101.928571429	45.5	69.5454545455	47.0	53.1666666667	58.0	132.0	47.75
alpha_rarefaction_3490_4.txt	3490	4	110.588235294	64.6	n/a	101.5	78.5714285714	48.4285714286	50.625	67.1	112.0	42.0	116.071428571	83.0	122.75	106.8125	94.5	n/a	58.8571428571	n/a	40.0	27.875	38.5	31.25	64.2	74.0	67.0	104.714285714	58.5714285714	49.0	n/a	190.37037037	115.071428571	70.0	127.235294118	n/a	85.7692307692	43.1428571429	65.0	69.0	77.25	115.0	145.666666667	65.25	132.111111111	47.3333333333	70.5454545455	23.0	51.5	55.2	129.363636364	43.8571428571
alpha_rarefaction_3490_5.txt	3490	5	129.909090909	67.25	n/a	113.071428571	82.0	42.5	59.1428571429	71.9090909091	107.111111111	41.4285714286	104.5	82.125	115.1875	106.055555556	84.0	n/a	58.8571428571	n/a	34.75	48.1428571429	43.75	30.0	57.5	68.2	82.0	107.0	56.75	95.0	n/a	185.303030303	106.571428571	82.0	149.769230769	n/a	85.7692307692	43.1666666667	73.0	55.8	88.0	124.666666667	160.0	60.0	104.769230769	56.6	79.1428571429	28.0	54.0	58.0	131.25	50.0
alpha_rarefaction_3490_6.txt	3490	6	134.0	68.75	n/a	112.0	82.6666666667	51.375	54.0	82.375	122.25	45.25	102.153846154	84.3333333333	121.909090909	131.545454545	103.0	n/a	58.8571428571	n/a	32.75	42.1428571429	45.2	30.6666666667	63.75	55.4285714286	53.2	143.142857143	53.1538461538	44.0	n/a	200.357142857	132.1	81.3333333333	103.142857143	n/a	79.875	37.1111111111	61.0	55.25	66.6666666667	129.111111111	152.666666667	57.5	133.363636364	47.625	57.5833333333	29.3333333333	48.6	59.25	116.55	42.4285714286
alpha_rarefaction_3490_7.txt	3490	7	120.0	66.5	n/a	111.866666667	83.1538461538	49.0	62.0	67.5	78.2	44.25	111.666666667	95.4285714286	100.461538462	107.789473684	62.5454545455	n/a	58.8571428571	n/a	30.5	32.0	46.2	30.4285714286	52.5	67.5	93.0	133.0	57.0	63.25	n/a	188.954545455	119.3	83.0	135.909090909	n/a	84.125	52.1428571429	66.0	46.625	89.0833333333	133.625	170.25	61.625	115.769230769	53.75	84.25	23.0	58.0	55.2	131.0	43.8571428571
alpha_rarefaction_3490_8.txt	3490	8	130.5	70.1111111111	n/a	102.615384615	78.6666666667	63.0	79.0	75.1111111111	91.0	46.0	125.5	79.1111111111	85.2	99.0526315789	72.5714285714	n/a	57.875	n/a	41.3333333333	52.75	44.3333333333	32.0	66.1666666667	67.1428571429	44.6	121.214285714	63.6666666667	54.1428571429	n/a	212.285714286	124.0	77.1	119.954545455	n/a	85.5	34.0	57.75	61.5	83.0	136.857142857	163.071428571	60.625	116.0	52.0	89.6666666667	23.0	55.0	66.3333333333	135.214285714	52.0
alpha_rarefaction_3490_9.txt	3490	9	112.0	66.4285714286	n/a	101.0	107.363636364	48.4285714286	66.5	76.0	120.25	56.0	101.4	84.6	124.714285714	112.117647059	93.5	n/a	58.8571428571	n/a	37.6666666667	34.1666666667	49.5	29.0	51.5	60.75	61.0	116.0	56.0	61.2	n/a	192.516129032	142.428571429	75.2727272727	120.75	n/a	99.6666666667	54.0	64.0	65.3333333333	90.1	132.363636364	147.315789474	56.5	141.0	50.0	68.0	21.0	48.0	59.25	157.5	37.625
alpha_rarefaction_4070_0.txt	4070	0	118.083333333	63.1428571429	n/a	108.875	88.8823529412	40.2727272727	75.375	72.6666666667	91.8666666667	42.0	110.866666667	n/a	111.9375	122.071428571	68.4615384615	n/a	n/a	n/a	33.0	36.5	44.25	31.6666666667	n/a	61.1428571429	47.2	121.0	61.8	46.6666666667	n/a	200.285714286	n/a	n/a	124.25	n/a	87.0	41.1666666667	61.0909090909	63.0	75.0	120.0	162.4	58.9090909091	163.142857143	46.0	69.9090909091	35.0	50.0	n/a	134.0625	43.0
alpha_rarefaction_4070_1.txt	4070	1	127.6	107.333333333	n/a	110.5	78.5	66.0	66.6	75.3333333333	90.8823529412	38.0	106.0	n/a	121.363636364	110.526315789	91.0	n/a	n/a	n/a	39.0	46.1666666667	55.0	31.0	n/a	62.375	49.0	106.25	54.4	53.0	n/a	206.260869565	n/a	n/a	123.5	n/a	84.6153846154	43.75	58.0	51.0	108.166666667	134.363636364	139.052631579	64.8571428571	121.1	48.1428571429	74.5	23.0	51.2	n/a	137.176470588	51.0
alpha_rarefaction_4070_2.txt	4070	2	126.4	79.5	n/a	101.5	93.0769230769	44.0	62.1428571429	78.1111111111	83.2142857143	45.0	105.0	n/a	119.0	106.666666667	89.3	n/a	n/a	n/a	42.5	39.0	46.2	30.0	n/a	74.0	49.0	124.333333333	64.1428571429	52.0	n/a	183.344827586	n/a	n/a	125.0	n/a	81.6875	37.4285714286	69.3636363636	48.5	73.4615384615	146.111111111	145.833333333	58.5454545455	106.2	52.4285714286	69.5625	20.5	47.3333333333	n/a	117.8	48.4285714286
alpha_rarefaction_4070_3.txt	4070	3	163.0	67.6	n/a	99.0	95.2307692308	54.0	66.6	78.1111111111	85.2142857143	51.2	103.545454545	n/a	127.769230769	138.615384615	68.7142857143	n/a	n/a	n/a	35.1428571429	45.2	63.25	30.4285714286	n/a	60.6666666667	61.5	107.789473684	54.8823529412	55.3636363636	n/a	189.588235294	n/a	n/a	121.625	n/a	87.0	39.6	59.6666666667	52.0	79.0	135.909090909	190.6	56.1538461538	123.090909091	49.4285714286	69.3	27.6	45.1428571429	n/a	131.894736842	52.0
alpha_rarefaction_4070_4.txt	4070	4	119.866666667	69.4285714286	n/a	108.666666667	74.5714285714	49.25	73.125	74.0	79.0	41.4285714286	113.0	n/a	139.666666667	127.5	71.1538461538	n/a	n/a	n/a	35.2	41.0	46.0	28.2	n/a	51.5454545455	44.5	112.214285714	56.0	45.8	n/a	180.6	n/a	n/a	122.5	n/a	80.0	42.6666666667	62.1	54.625	87.8571428571	161.125	167.230769231	61.5	117.769230769	59.6	87.875	27.0	50.0	n/a	136.0625	52.0
alpha_rarefaction_4070_5.txt	4070	5	129.0	68.7142857143	n/a	103.5625	91.2352941176	45.875	78.8571428571	77.1111111111	106.545454545	38.6666666667	99.9285714286	n/a	104.8	101.4	70.75	n/a	n/a	n/a	36.0	35.5	46.75	29.2	n/a	64.5	50.8571428571	107.789473684	57.5	59.25	n/a	202.5	n/a	n/a	113.055555556	n/a	83.1764705882	39.0	62.6666666667	74.0	96.2727272727	127.0	161.555555556	62.0909090909	116.0	47.0	88.0	21.0	48.2	n/a	116.5	45.8571428571
alpha_rarefaction_4070_6.txt	4070	6	119.647058824	70.3333333333	n/a	106.058823529	100.0	44.5	86.6666666667	78.1111111111	105.0	40.5	116.230769231	n/a	92.0588235294	111.647058824	81.1	n/a	n/a	n/a	36.5	36.875	65.2	31.0	n/a	64.6	58.5	113.375	56.2142857143	40.75	n/a	198.451612903	n/a	n/a	116.833333333	n/a	86.0	52.0	65.0	55.0	69.5833333333	113.090909091	161.214285714	62.4285714286	109.875	42.5	106.6	19.5	58.75	n/a	146.666666667	53.6
alpha_rarefaction_4070_7.txt	4070	7	125.9375	69.8571428571	n/a	112.0	82.875	45.5	67.125	76.6	111.333333333	38.0	111.461538462	n/a	120.0	108.8	82.0833333333	n/a	n/a	n/a	35.0	33.0	35.625	31.6666666667	n/a	64.1666666667	54.75	100.352941176	61.7142857143	51.0	n/a	207.666666667	n/a	n/a	131.0	n/a	80.5625	36.5	79.5	59.4285714286	91.1111111111	118.75	156.076923077	60.2727272727	108.214285714	40.4285714286	87.3	19.5	45.6666666667	n/a	126.882352941	47.25
alpha_rarefaction_4070_8.txt	4070	8	119.461538462	62.0	n/a	110.0	77.0	59.1428571429	86.2	75.3333333333	86.25	41.0	108.071428571	n/a	148.666666667	116.230769231	94.5	n/a	n/a	n/a	35.0	39.0	43.25	30.6666666667	n/a	62.1428571429	45.5	120.0	58.2142857143	62.0	n/a	193.5	n/a	n/a	132.75	n/a	82.6875	28.6666666667	58.25	60.1	95.875	130.5	146.882352941	60.0	120.75	47.0	80.0	19.2	51.0	n/a	137.0625	49.0
alpha_rarefaction_4070_9.txt	4070	9	121.105263158	92.2	n/a	103.65	103.909090909	41.1428571429	72.0	82.125	92.0909090909	38.6666666667	115.0	n/a	121.5	110.230769231	66.9090909091	n/a	n/a	n/a	37.25	34.0	42.0	31.0	n/a	63.5	49.0	123.0	58.2142857143	64.4285714286	n/a	183.529411765	n/a	n/a	118.8	n/a	84.6666666667	39.6	62.1	72.0	67.8	136.0	166.1875	61.0	114.153846154	50.0	69.7692307692	34.0	44.9090909091	n/a	136.214285714	52.0
alpha_rarefaction_4650_0.txt	4650	0	135.066666667	76.2	n/a	97.5714285714	86.6153846154	49.4285714286	86.0	n/a	85.2	50.2	114.25	n/a	115.3	111.125	97.3333333333	n/a	n/a	n/a	43.3333333333	50.2	43.875	30.4285714286	n/a	79.5	56.2	120.0	63.0909090909	53.5454545455	n/a	188.517241379	n/a	n/a	129.235294118	n/a	n/a	40.875	77.0	66.6	93.1428571429	152.5	164.625	n/a	115.153846154	46.1111111111	74.75	23.3333333333	56.1666666667	n/a	132.588235294	n/a
alpha_rarefaction_4650_1.txt	4650	1	119.4	66.0	n/a	101.6875	83.0	55.0	77.8571428571	n/a	92.6153846154	39.6	122.6	n/a	115.0	112.4	88.875	n/a	n/a	n/a	41.0	47.5	59.0	30.4285714286	n/a	60.3333333333	51.1666666667	109.666666667	60.75	63.6666666667	n/a	192.037037037	n/a	n/a	119.8125	n/a	n/a	47.2	57.75	80.2	78.6666666667	124.666666667	156.235294118	n/a	116.4	47.1111111111	74.3	21.0	51.0	n/a	126.055555556	n/a
alpha_rarefaction_4650_2.txt	4650	2	120.5	72.3333333333	n/a	103.5	97.0833333333	45.5	81.5	n/a	105.6	41.0	111.5	n/a	163.909090909	121.6	100.5	n/a	n/a	n/a	39.25	45.75	43.0	31.0	n/a	67.125	52.1666666667	133.545454545	59.7692307692	71.6	n/a	199.444444444	n/a	n/a	115.526315789	n/a	n/a	41.4285714286	65.5	67.6	85.25	131.0	170.0	n/a	119.25	52.0	72.7692307692	20.0	49.0	n/a	124.772727273	n/a
alpha_rarefaction_4650_3.txt	4650	3	124.428571429	64.6	n/a	105.0	91.7692307692	60.5	74.125	n/a	81.0769230769	44.0	110.153846154	n/a	122.071428571	130.066666667	72.9090909091	n/a	n/a	n/a	36.75	37.625	51.5	30.4285714286	n/a	80.2	52.0	120.166666667	59.5714285714	53.125	n/a	198.333333333	n/a	n/a	117.047619048	n/a	n/a	52.0	71.3636363636	53.0	93.1111111111	129.071428571	164.882352941	n/a	125.0	45.1428571429	86.3	21.5	45.4285714286	n/a	123.666666667	n/a
alpha_rarefaction_4650_4.txt	4650	4	120.0	72.0	n/a	101.352941176	90.5	55.1666666667	85.1428571429	n/a	96.0714285714	49.75	114.25	n/a	102.0	106.142857143	66.0	n/a	n/a	n/a	34.3333333333	46.5	42.4285714286	30.4285714286	n/a	57.1111111111	43.6666666667	116.4	62.5	43.625	n/a	212.272727273	n/a	n/a	118.8125	n/a	n/a	41.4285714286	59.4375	63.75	74.6666666667	134.5	162.647058824	n/a	125.0	45.5	69.5	19.75	53.5	n/a	124.105263158	n/a
alpha_rarefaction_4650_5.txt	4650	5	117.352941176	94.0	n/a	112.25	84.5	53.1428571429	73.4285714286	n/a	87.875	44.0	111.5	n/a	116.375	103.0	72.3	n/a	n/a	n/a	40.0	42.1666666667	65.25	30.4285714286	n/a	63.5	49.5	111.230769231	61.5833333333	49.8	n/a	188.0	n/a	n/a	136.375	n/a	n/a	51.5	70.1111111111	52.0	106.5	116.153846154	168.375	n/a	113.571428571	60.5	72.25	19.6	50.25	n/a	138.0	n/a
alpha_rarefaction_4650_6.txt	4650	6	122.461538462	70.6	n/a	107.5625	89.8125	50.4285714286	85.1428571429	n/a	95.7692307692	50.75	118.0	n/a	129.428571429	113.5	89.0	n/a	n/a	n/a	42.3333333333	43.0	44.0	30.4285714286	n/a	57.4285714286	52.1666666667	116.9375	59.4615384615	50.1	n/a	193.666666667	n/a	n/a	118.153846154	n/a	n/a	64.25	74.125	68.1666666667	81.9285714286	131.545454545	162.5	n/a	138.5	56.0	90.1111111111	22.8571428571	47.75	n/a	130.0	n/a
alpha_rarefaction_4650_7.txt	4650	7	141.8	60.6666666667	n/a	109.214285714	83.1538461538	54.375	66.0	n/a	86.0	43.5	114.25	n/a	121.833333333	106.5	95.0	n/a	n/a	n/a	37.0	42.0	50.0	30.4285714286	n/a	58.75	52.1666666667	119.2	57.3125	52.6	n/a	216.045454545	n/a	n/a	110.137931034	n/a	n/a	55.0	69.0	63.0	87.0	112.615384615	167.375	n/a	125.0	45.6666666667	95.0	27.0	53.625	n/a	142.0	n/a
alpha_rarefaction_4650_8.txt	4650	8	112.75	70.3333333333	n/a	109.909090909	86.5714285714	49.0	69.5	n/a	87.6666666667	42.0	118.0	n/a	113.0	102.058823529	75.25	n/a	n/a	n/a	37.5	40.25	45.1666666667	30.4285714286	n/a	66.375	56.2	132.545454545	58.7692307692	50.5833333333	n/a	189.0	n/a	n/a	115.5	n/a	n/a	47.2	60.4	56.5	154.333333333	142.0	166.882352941	n/a	118.769230769	47.8	74.2142857143	19.5	45.875	n/a	131.913043478	n/a
alpha_rarefaction_4650_9.txt	4650	9	127.076923077	71.4285714286	n/a	107.2	83.4	45.5	120.0	n/a	85.4615384615	39.6	114.25	n/a	105.235294118	101.714285714	68.2307692308	n/a	n/a	n/a	43.3333333333	39.1666666667	46.0	30.4285714286	n/a	64.1	49.5	106.8125	58.5714285714	56.0	n/a	217.05	n/a	n/a	129.3	n/a	n/a	35.25	62.0769230769	56.5	81.0	141.75	152.65	n/a	118.882352941	48.5	84.25	22.6666666667	55.1111111111	n/a	137.352941176	n/a
alpha_rarefaction_5230_0.txt	5230	0	117.153846154	70.0	n/a	109.461538462	91.1578947368	54.1428571429	110.5	n/a	84.5	40.6	n/a	n/a	128.0	136.909090909	92.1111111111	n/a	n/a	n/a	39.25	37.0	49.1428571429	n/a	n/a	66.0	n/a	112.4	58.4	51.0	n/a	191.206896552	n/a	n/a	118.777777778	n/a	n/a	39.4285714286	78.125	64.1428571429	75.6875	143.0	157.333333333	n/a	124.461538462	50.5	82.7692307692	20.2	52.0	n/a	133.555555556	n/a
alpha_rarefaction_5230_1.txt	5230	1	153.111111111	66.5	n/a	109.066666667	80.5	44.6	69.3636363636	n/a	102.230769231	36.5	n/a	n/a	131.0	113.0	73.1578947368	n/a	n/a	n/a	43.3333333333	34.6666666667	46.25	n/a	n/a	58.0	n/a	116.055555556	58.4	60.1111111111	n/a	193.0	n/a	n/a	116.047619048	n/a	n/a	57.5	59.2142857143	60.3333333333	114.857142857	140.363636364	159.666666667	n/a	130.0	52.0	80.8333333333	24.75	51.5	n/a	125.043478261	n/a
alpha_rarefaction_5230_2.txt	5230	2	124.055555556	65.0	n/a	110.2	89.5714285714	56.0	82.75	n/a	100.25	45.5	n/a	n/a	121.375	111.5	75.1538461538	n/a	n/a	n/a	36.75	38.875	48.75	n/a	n/a	61.0	n/a	129.230769231	58.4	50.0	n/a	190.607142857	n/a	n/a	117.333333333	n/a	n/a	41.5	61.2307692308	55.1428571429	84.3	158.666666667	162.055555556	n/a	128.0	52.875	82.1538461538	25.0	58.0	n/a	123.8	n/a
