	sequences per sample	iteration	C3.110101	8.031003	2.071703	C11.092001	2.40301	7.051803	7.042002	7.070101	4.020701	7.030803	4.010402	4.011602	4.120403	C14.112902	4.112003	10.120602	2.062501	C11.120501	10.061303	8.111401	3.80403	3.052601	2.021503	8.050603	8.011403	7.112902.06.MC044	3.111301.MC026	7.010201.MC242	3.011101.MC225	C11.112101.MC085	C3.092002.MC079	C3.112902.MC078	C14.110102.MC102	2.051801.MC214	7.021304.MC295	10.100501.MC108	10.110901.MC063	2.081802.MC222	2.110501.MC018	7.100101.MC257	4.052802.MC029	7.081001.MC002	4.041101.MC293	7.111402.MC259	2.022002.06.MC210	3.70501.MC223	8.030605.MC276	8.040303.MC045	4.062101.MC043	8.121401.MC285
alpha_rarefaction_10_0.txt	10	0	2.84643934467	1.57095059445	2.37095059445	2.04643934467	2.64643934467	2.17095059445	2.44643934467	2.64643934467	2.16096404744	0.881290899231	2.92192809489	2.04643934467	2.44643934467	3.12192809489	0.468995593589	2.44643934467	2.32192809489	2.64643934467	2.12192809489	0.881290899231	2.04643934467	2.17095059445	2.84643934467	1.48547529723	1.84643934467	2.92192809489	1.35677964945	0.721928094887	2.64643934467	2.72192809489	2.52192809489	1.96096404744	2.92192809489	1.97095059445	2.32192809489	1.0	2.32192809489	2.32192809489	1.48547529723	2.64643934467	3.12192809489	2.92192809489	1.57095059445	1.57095059445	1.35677964945	0.970950594455	2.44643934467	1.76096404744	1.68547529723	2.17095059445
alpha_rarefaction_10_1.txt	10	1	2.64643934467	1.84643934467	2.37095059445	2.04643934467	0.468995593589	1.84643934467	2.72192809489	2.64643934467	2.44643934467	2.16096404744	2.84643934467	1.57095059445	2.84643934467	2.92192809489	1.77095059445	2.32192809489	2.12192809489	2.17095059445	2.44643934467	1.72192809489	0.970950594455	1.97095059445	1.68547529723	1.57095059445	1.84643934467	2.64643934467	0.721928094887	0.468995593589	2.44643934467	2.92192809489	2.84643934467	2.37095059445	2.52192809489	1.57095059445	1.96096404744	0.970950594455	1.96096404744	1.57095059445	1.36096404744	3.12192809489	2.92192809489	2.52192809489	3.12192809489	1.52192809489	1.48547529723	0.970950594455	2.72192809489	2.52192809489	2.64643934467	2.17095059445
alpha_rarefaction_10_2.txt	10	2	2.64643934467	2.52192809489	2.64643934467	1.96096404744	1.72192809489	2.24643934467	2.72192809489	2.64643934467	2.37095059445	0.468995593589	2.92192809489	2.44643934467	2.24643934467	2.37095059445	1.36096404744	2.17095059445	2.44643934467	2.32192809489	2.72192809489	1.57095059445	1.72192809489	2.12192809489	2.32192809489	1.68547529723	1.84643934467	2.32192809489	-0.0	-0.0	2.64643934467	2.92192809489	2.64643934467	1.35677964945	2.64643934467	2.32192809489	1.96096404744	1.36096404744	2.17095059445	0.921928094887	1.52192809489	2.44643934467	3.32192809489	2.32192809489	2.37095059445	1.72192809489	0.468995593589	1.68547529723	2.64643934467	2.64643934467	2.37095059445	1.96096404744
alpha_rarefaction_10_3.txt	10	3	2.92192809489	2.44643934467	2.72192809489	2.92192809489	1.29546184424	2.44643934467	2.44643934467	2.44643934467	2.16096404744	0.921928094887	2.84643934467	2.92192809489	2.92192809489	3.12192809489	0.468995593589	2.64643934467	2.16096404744	2.44643934467	2.24643934467	1.15677964945	1.68547529723	2.17095059445	2.32192809489	1.57095059445	1.76096404744	2.44643934467	1.15677964945	0.468995593589	2.52192809489	3.12192809489	2.16096404744	2.92192809489	2.17095059445	2.17095059445	2.52192809489	1.29546184424	1.76096404744	2.16096404744	2.16096404744	2.17095059445	2.84643934467	2.17095059445	2.44643934467	0.970950594455	0.468995593589	1.36096404744	2.37095059445	2.44643934467	1.29546184424	1.72192809489
alpha_rarefaction_10_4.txt	10	4	0.921928094887	2.52192809489	2.72192809489	2.37095059445	1.57095059445	2.17095059445	2.72192809489	2.72192809489	2.64643934467	1.15677964945	2.52192809489	2.92192809489	2.52192809489	2.84643934467	0.921928094887	2.04643934467	1.29546184424	2.52192809489	2.72192809489	0.881290899231	1.0	1.96096404744	2.84643934467	1.97095059445	1.77095059445	2.64643934467	1.15677964945	1.36096404744	2.64643934467	2.92192809489	3.12192809489	2.64643934467	2.16096404744	2.12192809489	1.84643934467	0.970950594455	2.64643934467	1.35677964945	1.57095059445	2.04643934467	3.32192809489	1.68547529723	2.92192809489	2.04643934467	0.921928094887	0.881290899231	2.44643934467	2.12192809489	2.32192809489	1.15677964945
alpha_rarefaction_10_5.txt	10	5	2.64643934467	1.68547529723	2.92192809489	2.32192809489	0.970950594455	2.32192809489	3.12192809489	2.44643934467	2.12192809489	1.35677964945	2.92192809489	2.44643934467	2.37095059445	2.84643934467	0.921928094887	2.72192809489	2.12192809489	2.37095059445	2.92192809489	1.48547529723	1.68547529723	2.24643934467	2.32192809489	1.29546184424	2.16096404744	2.64643934467	0.921928094887	0.468995593589	2.32192809489	2.92192809489	2.16096404744	1.96096404744	3.12192809489	2.32192809489	1.96096404744	1.36096404744	0.921928094887	2.16096404744	0.970950594455	3.32192809489	2.92192809489	2.04643934467	1.96096404744	0.721928094887	1.68547529723	0.881290899231	2.64643934467	2.64643934467	2.72192809489	2.17095059445
alpha_rarefaction_10_6.txt	10	6	2.32192809489	1.96096404744	2.17095059445	2.92192809489	1.15677964945	2.52192809489	2.52192809489	2.92192809489	2.64643934467	0.721928094887	2.64643934467	2.92192809489	2.44643934467	2.72192809489	0.921928094887	2.84643934467	1.29546184424	1.29546184424	1.84643934467	1.36096404744	1.48547529723	2.44643934467	1.72192809489	2.17095059445	1.76096404744	2.44643934467	1.35677964945	1.57095059445	2.37095059445	3.12192809489	2.84643934467	2.32192809489	2.72192809489	2.44643934467	1.35677964945	1.29546184424	1.96096404744	0.921928094887	1.29546184424	2.16096404744	3.12192809489	2.72192809489	2.92192809489	1.15677964945	0.721928094887	1.36096404744	2.32192809489	2.84643934467	1.77095059445	2.04643934467
alpha_rarefaction_10_7.txt	10	7	2.52192809489	2.72192809489	2.72192809489	2.12192809489	1.15677964945	1.76096404744	2.44643934467	2.44643934467	2.32192809489	1.35677964945	2.64643934467	2.32192809489	2.04643934467	2.92192809489	1.15677964945	2.04643934467	1.76096404744	1.72192809489	1.76096404744	0.881290899231	1.96096404744	1.97095059445	2.44643934467	2.17095059445	1.96096404744	2.64643934467	1.35677964945	0.468995593589	2.24643934467	2.92192809489	2.44643934467	2.04643934467	3.12192809489	1.68547529723	1.96096404744	1.52192809489	2.17095059445	1.35677964945	1.29546184424	2.64643934467	2.92192809489	2.72192809489	3.12192809489	1.29546184424	0.881290899231	1.0	2.37095059445	2.64643934467	2.32192809489	1.68547529723
alpha_rarefaction_10_8.txt	10	8	2.32192809489	2.37095059445	2.37095059445	2.92192809489	1.84643934467	2.17095059445	2.64643934467	2.44643934467	2.44643934467	1.57095059445	1.84643934467	2.17095059445	2.32192809489	2.64643934467	1.77095059445	1.57095059445	1.36096404744	2.32192809489	1.96096404744	0.921928094887	0.881290899231	1.48547529723	2.72192809489	1.84643934467	1.57095059445	2.52192809489	0.921928094887	0.970950594455	2.84643934467	2.72192809489	2.64643934467	1.0	2.92192809489	1.84643934467	1.15677964945	1.68547529723	2.44643934467	1.35677964945	1.0	2.84643934467	3.12192809489	2.84643934467	1.77095059445	1.68547529723	1.15677964945	0.881290899231	2.72192809489	2.64643934467	2.44643934467	1.77095059445
alpha_rarefaction_10_9.txt	10	9	2.72192809489	2.12192809489	2.92192809489	2.92192809489	0.881290899231	2.64643934467	2.37095059445	2.52192809489	2.04643934467	1.35677964945	1.96096404744	2.52192809489	2.37095059445	2.72192809489	1.15677964945	2.04643934467	1.36096404744	2.32192809489	2.32192809489	1.36096404744	0.970950594455	1.84643934467	2.64643934467	2.72192809489	2.12192809489	2.17095059445	0.921928094887	-0.0	2.52192809489	2.72192809489	2.16096404744	1.96096404744	2.64643934467	1.36096404744	1.77095059445	0.970950594455	2.04643934467	1.15677964945	1.0	2.37095059445	3.32192809489	2.92192809489	2.64643934467	1.68547529723	1.29546184424	1.36096404744	2.04643934467	2.32192809489	2.84643934467	2.12192809489
